name,location,link,rooms,bathrooms,construction (m2),terrain (m2),divisa,price MP,Delegacion,colonia,gym,pool,pet,garage,elevador,terrace,garden
"Venta Departamento en Vertiz Narvarte, Benito Juárez.","Eje Central No. 903, Vertiz Narvarte, Benito Juárez",/propiedades/venta-departamento-en-vertiz-narvarte-benito-juarez.-58079198.html,3.0,2.0,106.0,106.0,1,3.6, Benito Juárez,VertizNarvarte,0,0,0,1,1,0,0
Venta Departamento de 3 Recamaras Miyana! Excelente Oportuidad,"Miyana, Ampliación Granada, Miguel Hidalgo",/propiedades/venta-departamento-de-3-recamaras-miyana!-excelente-58733744.html,3.0,2.0,140.0,140.0,1,11.9, Miguel Hidalgo,AmpliaciónGranada,0,0,0,1,0,0,0
"Venta 2 Modernos Departamentos Para Estrenar en Thiers, Colonia Anzures","Anzures, Miguel Hidalgo",/propiedades/venta-2-modernos-departamentos-para-estrenar-en-56316317.html,3.0,2.0,96.0,96.0,1,7.19, Miguel Hidalgo,Anzures,0,0,0,1,1,0,1
Casa Roma,"Bajio 315, Roma, Cuauhtémoc",/propiedades/casa-roma-54167367.html,2.5,2.0,166.5,166.5,1,6.58, Cuauhtémoc,Roma,0,0,0,0,0,0,0
Origina Santa Fe,"Carretera San Mateo- Santa Rosa No. 99 Colonia Contadero, Contadero, Cuajimalpa de Morelos",/propiedades/origina-santa-fe-58355440.html,2.5,2.0,173.0,187.5,1,7.5, Cuajimalpa de Morelos,Contadero,0,0,0,0,0,0,1
Taman Condesa,"Alfonso Reyes 53, Hipódromo Condesa, Cuauhtémoc",/propiedades/taman-condesa-55473872.html,2.5,2.0,95.0,120.0,1,5.25, Cuauhtémoc,HipódromoCondesa,1,0,0,0,0,0,1
Departamento en Venta en Polanco,"Polanco, Miguel Hidalgo",/propiedades/departamento-en-venta-en-polanco-58322500.html,2.0,2.0,164.0,164.0,1,12.5, Miguel Hidalgo,Polanco,0,0,0,0,0,1,0
Excelente Oportunidad. Departamento en Venta en Lomas de Chapultepec,"Lomas de Chapultepec, Miguel Hidalgo",/propiedades/excelente-oportunidad.-departamento-en-venta-en-lomas-58650287.html,3.0,3.0,358.0,358.0,0,22.0, Miguel Hidalgo,LomasdeChapultepec,0,1,0,1,0,0,0
Venta Departamento Vsc 300,"VASCONCELOS 300, Hipódromo Condesa, Cuauhtémoc",/propiedades/venta-departamento-vsc-300-58681538.html,2.0,2.0,97.0,97.0,1,4.8, Cuauhtémoc,HipódromoCondesa,1,0,0,1,0,0,0
Precioso Departamento en Espectacular E Inigualable Desarrollo (Be Grand Coapa),"Calzada del Hueso, Granjas Coapa, Tlalpan",/propiedades/precioso-departamento-en-espectacular-e-inigualable-56576351.html,2.0,2.0,75.0,75.0,1,3.67, Tlalpan,GranjasCoapa,1,1,1,1,0,0,0
"Estrena Depto 111 m², Exterior, Balcon 3 Recs, 2 Baños, 2 Autos, Vig","CASAS GRANDES, Narvarte, Benito Juárez",/propiedades/estrena-depto-111-m-sup2--exterior-balcon-3-recs-2-56125035.html,3.0,2.0,111.0,111.0,1,4.702, Benito Juárez,Narvarte,0,0,0,1,1,0,1
"Av Toluca, Olivar de Los Padres, Departamento en Venta","Olivar de los Padres, Alvaro Obregón",/propiedades/av-toluca-olivar-de-los-padres-departamento-en-venta-57043210.html,3.0,2.0,120.0,120.0,1,5.0, Alvaro Obregón,OlivardelosPadres,0,0,0,0,0,0,0
Vendo Departamento Santa Fe,"PROLONGACIÓN PASEO DE LA REFORMA 215 , Santa Fe Cuajimalpa, Cuajimalpa de Morelos",/propiedades/vendo-departamento-santa-fe-57188160.html,1.0,2.0,110.0,110.0,1,6.8, Cuajimalpa de Morelos,SantaFeCuajimalpa,1,1,1,0,0,1,0
Departamento en Venta Torre 300 Lomas de Santa Fe Ciudad de México,"AV. SANTA FE N.546, Contadero, Cuajimalpa de Morelos",/propiedades/departamento-en-venta-torre-300-lomas-de-santa-fe-58597597.html,3.0,3.0,171.0,171.0,1,13.55, Cuajimalpa de Morelos,Contadero,1,1,0,0,0,1,0
Departamento Nuevo en Venta Colonia Nápoles Benito Juárez Cdmx,"Napoles, Benito Juárez",/propiedades/departamento-nuevo-en-venta-colonia-napoles-benito-58401946.html,2.0,2.0,98.0,98.0,1,4.605427, Benito Juárez,Napoles,1,0,0,0,1,0,1
Tres Cumbres Santa Fe Depto Renta o Venta Super Iluminado Piso Bajo de Lujo,"TRES CUMBRES SANTA FE, Santa Fe, Alvaro Obregón",/propiedades/tres-cumbres-santa-fe-depto-renta-o-venta-super-57541412.html,2.0,2.0,140.0,140.0,1,7.45, Alvaro Obregón,SantaFe,1,1,0,0,0,0,0
Departamento PH Nuevo en Alamos,"ASTURIAS, Alamos, Benito Juárez",/propiedades/departamento-ph-nuevo-en-alamos-53259944.html,3.0,3.0,133.0,133.0,1,4.7, Benito Juárez,Alamos,0,0,0,1,1,1,1
De Lujo 2 Rec. 2 Baños + Amenidades + Sky Garden + Terraza Lounge.,"malintzin, Albert, Benito Juárez",/propiedades/de-lujo-2-rec.-2-banos-amenidades-sky-garden-55898245.html,2.0,2.0,133.0,81.0,1,3.86836, Benito Juárez,Albert,0,0,0,1,1,1,1
Lindo Departamento en Venta Completamente Remodelado Polanco,"Homero, Polanco, Miguel Hidalgo",/propiedades/lindo-departamento-en-venta-completamente-remodelado-56505196.html,3.0,2.0,232.0,232.0,1,18.0, Miguel Hidalgo,Polanco,0,0,0,0,0,0,0
"Departamentos Sobre Viaducto, Magdalena Mixiuhca","Magdalena Mixiuhca, Venustiano Carranza",/propiedades/departamentos-sobre-viaducto-magdalena-mixiuhca-58594847.html,2.0,1.0,79.0,79.0,1,2.808655, Venustiano Carranza,MagdalenaMixiuhca,0,0,0,1,0,0,1
Miravalle 707,"Miravalle 707, Portales, Benito Juárez",/propiedades/miravalle-707-57653804.html,2.0,2.0,77.5,104.0,1,2.73, Benito Juárez,Portales,0,0,0,1,0,1,1
Emiliano Zapata 114,"emiliano zapata 114, Portales, Benito Juárez",/propiedades/emiliano-zapata-114-54351015.html,2.0,2.0,98.0,98.0,1,2.69, Benito Juárez,Portales,0,0,0,1,1,0,1
Residencial Avenue Nápoles,"LOUISIANA 80, Napoles, Benito Juárez",/propiedades/residencial-avenue-napoles-54110907.html,2.5,2.0,133.0,151.0,1,6.444717, Benito Juárez,Napoles,1,1,0,1,0,0,0
Plutarco Elías Calles ¡Preventa!,"Granjas México, Iztacalco",/propiedades/plutarco-elias-calles-preventa!-57514490.html,2.0,2.0,50.0,75.0,1,1.7724259999999998, Iztacalco,GranjasMéxico,0,0,0,1,1,0,1
Espectacular Depto en Venta en La Anahuac,"Lago Xochimilco 65, Anahuac, Miguel Hidalgo",/propiedades/espectacular-depto-en-venta-en-la-anahuac-58339635.html,2.0,2.0,65.0,65.0,1,2.3, Miguel Hidalgo,Anahuac,0,0,0,1,1,0,0
Departamento en Venta en La Loma Santa Fe,"Santa Fe La Loma, Alvaro Obregón",/propiedades/departamento-en-venta-en-la-loma-santa-fe-56734567.html,2.0,2.0,254.0,254.0,1,14.5, Alvaro Obregón,SantaFeLaLoma,0,0,0,1,0,1,0
Vendo Departamento Remodelado - Calle Odesa - Colonia Portales,"ODESA 419, Portales, Benito Juárez",/propiedades/vendo-departamento-remodelado-calle-odesa-colonia-58237764.html,2.0,1.0,64.0,64.0,1,2.53, Benito Juárez,Portales,0,0,0,1,1,0,0
Polanco Plaza Carso Exclusivo 3 Recamaras Muy Amplio Torre Renoir,"Lago Zurich 96, Ampliación Granada, Miguel Hidalgo",/propiedades/polanco-plaza-carso-exclusivo-3-recamaras-muy-amplio-50660534.html,3.0,2.0,133.0,133.0,1,9.5, Miguel Hidalgo,AmpliaciónGranada,1,1,0,1,0,0,0
"Excelente Departamento en Polanco,!","Seneca, Polanco IV Sección, Miguel Hidalgo",/propiedades/excelente-departamento-en-polanco-!-57240356.html,2.0,2.0,180.0,180.0,1,15.9, Miguel Hidalgo,PolancoIVSección,0,0,0,1,0,0,1
"Tlalpan, Héroes de Padierna *","Celestun 456, Héroes de Padierna, Tlalpan",/propiedades/tlalpan-heroes-de-padierna-58490971.html,3.0,2.0,118.0,118.0,1,2.85, Tlalpan,HéroesdePadierna,0,0,0,1,1,0,0
"Plaza Carso, Departamento en Venta, Excelente Vista, La Mejor Inversion","LAGO ZURICH 245, Ampliación Granada, Miguel Hidalgo",/propiedades/plaza-carso-departamento-en-venta-excelente-vista-54491476.html,3.0,4.0,206.0,206.0,1,15.2, Miguel Hidalgo,AmpliaciónGranada,0,0,0,1,0,0,0
Departamento con Espacios Generosos y Bien Comunicado en Polanco,"Polanco, Miguel Hidalgo",/propiedades/departamento-con-espacios-generosos-y-bien-comunicado-57085273.html,2.0,2.0,178.0,178.0,1,8.2, Miguel Hidalgo,Polanco,0,0,0,1,1,0,0
Funcional y Practico Departamento Santa Maria La Ribera,"Santa Maria La Ribera, Cuauhtémoc",/propiedades/funcional-y-practico-departamento-santa-maria-la-58638179.html,2.0,1.0,48.0,48.0,1,2.15, Cuauhtémoc,SantaMariaLaRibera,0,0,0,1,0,0,1
"Condesa Multicural. Venta o Renta Departamento con Balcon, 2 R, 2b, 2 Est","Avenida Tamaulipas, Condesa, Cuauhtémoc",/propiedades/condesa-multicural.-venta-o-renta-departamento-con-58699785.html,2.0,2.0,102.0,102.0,1,6.5, Cuauhtémoc,Condesa,0,0,0,1,0,1,0
Origina Pedregal,"Periférico Sur 4271, Fuentes del Pedregal., Pedregal, Alvaro Obregón",/propiedades/origina-pedregal-56650231.html,2.5,2.0,237.0,277.0,1,6.9, Alvaro Obregón,Pedregal,0,0,0,0,0,0,1
Residencial Avenue Polanco,"Avenida Horacio 1761, entrada por Av. Homero, Polanco, Miguel Hidalgo",/propiedades/residencial-avenue-polanco-52737627.html,3.0,2.0,210.0,242.0,1,14.746232000000001, Miguel Hidalgo,Polanco,1,1,0,0,0,1,1
Maranta Bosques,"Julián Adame 91, Santa Fe Cuajimalpa, Cuajimalpa de Morelos",/propiedades/maranta-bosques-50659175.html,2.5,2.0,140.5,146.0,1,7.17, Cuajimalpa de Morelos,SantaFeCuajimalpa,0,0,0,0,0,0,1
Ángel Urraza 728 City Apartments,"Angel Urraza 728, Del Valle, Benito Juárez",/propiedades/angel-urraza-728-city-apartments-53221065.html,2.0,2.0,72.5,72.5,1,3.4605, Benito Juárez,DelValle,1,0,0,1,1,1,1
"Arquímedes 138 Departamentos Desde $12,738,000pesos","Arquímedes 138, Polanco, Miguel Hidalgo",/propiedades/arquimedes-138-departamentos-desde-$12-738-000pesos-50856412.html,3.0,2.0,203.5,167.5,1,12.738, Miguel Hidalgo,Polanco,1,1,0,1,1,0,1
Departamento en Piso Bajo en Venta en Av Centenario,"Av. Centenario, Santa Fe, Alvaro Obregón",/propiedades/departamento-en-piso-bajo-en-venta-en-av-centenario-57693368.html,2.0,2.0,122.0,122.0,1,3.6, Alvaro Obregón,SantaFe,0,0,0,1,0,0,0
Departamento Exterior Muy Iluminado en Excelentes Condiciones,"La Quemada, Narvarte, Benito Juárez",/propiedades/departamento-exterior-muy-iluminado-en-excelentes-57713515.html,1.0,1.0,71.0,71.0,1,2.05, Benito Juárez,Narvarte,0,0,1,1,1,0,1
Garden House en en Planta Baja en Guadalupe Inn,"Insurgentes Sur, Guadalupe Inn, Alvaro Obregón",/propiedades/garden-house-en-en-planta-baja-en-guadalupe-inn-56195427.html,2.0,2.0,120.0,120.0,1,10.3, Alvaro Obregón,GuadalupeInn,1,0,0,1,1,1,1
"Venta - Bonito Departamento, Iluminado Cerca Perisur","Calle Alba 40, Insurgentes Cuicuilco, Coyoacán",/propiedades/venta-bonito-departamento-iluminado-cerca-perisur-58032495.html,3.0,2.0,161.0,161.0,1,5.5, Coyoacán,InsurgentesCuicuilco,0,0,0,1,0,0,0
Gran Remate de Precioso Garden House Listo Para Estrenar,"Petrarca, Polanco, Miguel Hidalgo",/propiedades/gran-remate-de-precioso-garden-house-listo-para-55908028.html,2.0,2.0,313.0,313.0,0,15.29, Miguel Hidalgo,Polanco,0,0,0,0,0,1,1
Plaza Carso Entrega Inmediata Torre Botticelli,"Lago Zurich 272, Ampliación Granada, Miguel Hidalgo",/propiedades/plaza-carso-entrega-inmediata-torre-botticelli-54915991.html,1.0,1.0,75.0,75.0,1,5.5, Miguel Hidalgo,AmpliaciónGranada,1,1,0,1,0,0,0
Pre Venta Espectacular Garden,"Las Aguilas, Alvaro Obregón",/propiedades/pre-venta-espectacular-garden-58106762.html,3.0,3.0,240.0,240.0,1,14.5, Alvaro Obregón,LasAguilas,1,0,0,1,0,1,0
Departamento en Venta Insurgentes Mixcoac/ Santander,"Santander 32, Insurgentes Mixcoac, Benito Juárez",/propiedades/departamento-en-venta-insurgentes-mixcoac-santander-57762960.html,2.0,1.0,69.0,69.0,1,3.2, Benito Juárez,InsurgentesMixcoac,0,0,0,1,0,0,0
Hermoso PH Recién Remodelado en Tizapán San Angel,"Tizapan, Alvaro Obregón",/propiedades/hermoso-ph-recien-remodelado-en-tizapan-san-angel-58204535.html,3.0,3.0,190.0,240.0,1,8.99, Alvaro Obregón,Tizapan,0,0,0,1,0,0,1
"Con Hermosa Vista Verde, Para Estrenar.","Polanco, Miguel Hidalgo",/propiedades/con-hermosa-vista-verde-para-estrenar.-56728970.html,2.0,2.0,151.0,151.0,1,14.0, Miguel Hidalgo,Polanco,0,0,0,1,0,0,0
Dpto Grand Tower Polanco Amueb o Sin Muebles,"Lago Neuchatel 45, Ampliación Granada, Miguel Hidalgo",/propiedades/dpto-grand-tower-polanco-amueb-o-sin-muebles-50881283.html,2.0,1.0,84.0,84.0,1,5.7, Miguel Hidalgo,AmpliaciónGranada,1,1,0,1,0,0,1
Departamento de 2 Recamaras en Miyana Torre Monarca,"ejercito nacional 769, Polanco, Miguel Hidalgo",/propiedades/departamento-de-2-recamaras-en-miyana-torre-monarca-56647774.html,2.0,2.0,115.0,115.0,1,10.0, Miguel Hidalgo,Polanco,1,1,0,1,0,0,0
Impecable Departamento en Venta Cumbres Parques Reforma,"Av de los Poetas 100, San Mateo Tlaltenango, Cuajimalpa de Morelos",/propiedades/impecable-departamento-en-venta-cumbres-parques-58645815.html,3.0,3.0,320.0,320.0,1,18.2, Cuajimalpa de Morelos,SanMateoTlaltenango,1,1,0,0,0,0,0
San Antonio Residencial,"Calz. San Anotnio Abad 301, Algarin, Cuauhtémoc",/propiedades/san-antonio-residencial-51132722.html,1.5,2.0,52.5,52.5,1,1.90202, Cuauhtémoc,Algarin,1,0,0,1,1,0,1
Jacarandas,"Pasteros, Azcapotzalco",/propiedades/jacarandas-57984978.html,3.0,2.0,60.5,93.0,1,2.0246470000000003, Azcapotzalco,Pasteros,0,0,0,0,0,0,0
Wind Diagonal San Antonio,"Pitágora #432, Narvarte, Benito Juárez",/propiedades/wind-diagonal-san-antonio-51084827.html,2.5,2.0,118.0,132.0,1,5.686551000000001, Benito Juárez,Narvarte,0,0,0,0,0,0,0
Shoen del Valle - Múdate Hoy,"AVENIDA CUAUHTEMOC 1181, Narvarte, Benito Juárez",/propiedades/shoen-del-valle-mudate-hoy-58098347.html,2.5,2.0,139.5,139.5,1,3.5, Benito Juárez,Narvarte,1,0,0,0,0,0,1
Venta de Departamento Para Estrenar a Unas Cuadras del Parque de Los Venados,"Eje Central 1093, Vertiz Narvarte, Benito Juárez",/propiedades/venta-de-departamento-para-estrenar-a-unas-cuadras-del-58078162.html,2.0,2.0,78.0,78.0,1,3.02, Benito Juárez,VertizNarvarte,1,0,0,1,1,1,1
La Mejor Ubicación: Cercano Alberca Olimpica. 2 Rec + 2 Baños + 2 Est.,"Alberca Olimpica, Portales, Benito Juárez",/propiedades/la-mejor-ubicacion:-cercano-alberca-olimpica.-2-rec-57244498.html,2.0,2.0,69.0,64.0,1,2.699999, Benito Juárez,Portales,0,0,0,1,1,1,1
Hermoso Departamento en Venta en Bosques de Las Lomas,"Bosque de Canelos, Bosque de las Lomas, Miguel Hidalgo",/propiedades/hermoso-departamento-en-venta-en-bosques-de-las-lomas-58461705.html,3.0,3.0,402.0,402.0,0,33.0, Miguel Hidalgo,BosquedelasLomas,1,0,0,0,0,0,0
¡Departamento Para Estrenar en La Roma!,"Roma, Cuauhtémoc",/propiedades/-departamento-para-estrenar-en-la-roma!-53396895.html,2.0,2.0,112.0,112.0,1,7.45, Cuauhtémoc,Roma,0,0,0,0,0,0,0
"Departamento Polanco, Alejandro Dumas, Nuevo en Venta","ALEJANDRO DUMAS 327, Polanco, Miguel Hidalgo",/propiedades/departamento-polanco-alejandro-dumas-nuevo-en-venta-57365888.html,2.0,3.0,160.0,185.0,0,18.04, Miguel Hidalgo,Polanco,1,0,0,1,0,0,1
Departamentos de Lujo Para Estrenar - Narvarte,"Narvarte, Benito Juárez",/propiedades/departamentos-de-lujo-para-estrenar-narvarte-57414964.html,2.0,2.0,125.0,125.0,1,6.04, Benito Juárez,Narvarte,0,0,0,1,0,1,1
Gran Oportunidad. Penthouse con Roof Garden Privado a un Inmejorable Precio,"Av. División del Norte, Pueblo de San Pablo Tepetlapa, Coyoacán",/propiedades/gran-oportunidad.-penthouse-con-roof-garden-privado-a-55327626.html,2.0,2.0,114.0,114.0,1,5.3, Coyoacán,PueblodeSanPabloTepetlapa,1,1,1,1,0,0,1
"Departamentos Nuevos en Venta/renta Seguridad, Casa Club (Bosque 6060)","Avenida Desierto de los Leones, Olivar de los Padres, Alvaro Obregón",/propiedades/departamentos-nuevos-en-venta-renta-seguridad-casa-57534892.html,3.0,4.0,207.0,207.0,1,9.997, Alvaro Obregón,OlivardelosPadres,1,1,0,1,1,1,0
Disfruta de Este Condominio en Cosmocraft,"Prolongación paseo de la reforma, Lomas de Santa Fe, Alvaro Obregón",/propiedades/disfruta-de-este-condominio-en-cosmocraft-58707299.html,3.0,2.0,104.0,104.0,1,5.99, Alvaro Obregón,LomasdeSantaFe,1,1,0,0,0,1,1
Venta de Departamento con Terraza Ensenada 66 Col Condesa,"Venta DE Departamento Exterior Ensenada 66, Hipódromo Condesa, Cuauhtémoc",/propiedades/venta-de-departamento-con-terraza-ensenada-66-col-58689124.html,2.0,2.0,100.0,100.0,1,8.5, Cuauhtémoc,HipódromoCondesa,0,0,0,0,1,1,0
PH de 3 Recámaras con Roof Garden Privado en Narvarte Poniente,"Narvarte, Benito Juárez",/propiedades/ph-de-3-recamaras-con-roof-garden-privado-en-narvarte-58489202.html,3.0,2.0,145.0,145.0,1,6.105077, Benito Juárez,Narvarte,0,0,0,1,0,1,1
Venta Ideal Inversionistas Maravilloso Depa en Parques Polanco 2 Recamaras!,"Anahuac, Miguel Hidalgo",/propiedades/venta-ideal-inversionistas-maravilloso-depa-en-parques-57059570.html,2.0,2.0,89.0,89.0,1,5.65, Miguel Hidalgo,Anahuac,1,0,1,1,0,0,1
Venta de Departamento Tipo Garden House en Col. Álamos con 2 Estacionamientos,"Isabel la Católica 622, Alamos, Benito Juárez",/propiedades/venta-de-departamento-tipo-garden-house-en-col.-alamos-53611163.html,2.0,2.0,119.0,119.0,1,5.2, Benito Juárez,Alamos,0,0,0,1,1,1,1
Excelente Departamento con Acabados de Lujo en Lindavista,"Lindavista, Gustavo A. Madero",/propiedades/excelente-departamento-con-acabados-de-lujo-en-51822774.html,2.0,2.0,80.0,86.0,1,2.18, Gustavo A. Madero,Lindavista,1,1,0,1,0,0,1
"El Hogar Que Te Mereces, 2 Recamaras, 1 Baño, 1 Estacionamiento + Bodega.","SUPER UBICADO, Portales, Benito Juárez",/propiedades/el-hogar-que-te-mereces-2-recamaras-1-bano-1-55608914.html,2.0,1.0,128.0,128.0,1,2.9999990000000003, Benito Juárez,Portales,0,0,0,1,0,0,1
Mitikah Torre Residencial,"Rio Churubusco 601, Xoco, Benito Juárez",/propiedades/mitikah-torre-residencial-52598256.html,2.5,2.0,209.5,209.5,1,11.048655, Benito Juárez,Xoco,1,1,0,0,0,0,0
Humboldt - Agatha,"HUMBOLDT, No.47, Centro , Cuauhtémoc",/propiedades/humboldt-agatha-56411369.html,2.0,2.0,59.0,85.5,1,3.902774, Cuauhtémoc,Centro,0,0,0,0,0,0,0
Adolfo Prieto 1250,"Adolfo Prieto 1250, Del Valle, Benito Juárez",/propiedades/adolfo-prieto-1250-57125816.html,3.0,2.0,139.0,209.0,1,6.53328, Benito Juárez,DelValle,0,0,0,0,0,0,0
Norte 25 ¡Preventa!,"norte 25 #4, Moctezuma, Venustiano Carranza",/propiedades/norte-25-preventa!-56210303.html,2.0,2.0,59.5,59.5,1,1.71032, Venustiano Carranza,Moctezuma,1,0,0,1,0,0,0
Departamento en Venta en Prestigiada Colonia del Valle,"GABRIEL MANCERA 341 COL. DEL VALLE , Del Valle, Benito Juárez",/propiedades/departamento-en-venta-en-prestigiada-colonia-del-valle-58422782.html,2.0,2.0,120.0,120.0,1,5.3, Benito Juárez,DelValle,0,0,0,1,1,1,0
Venta Departamento Bosques de Las Lomas,"Venta Departamento Tamarindos, Bosques de las Lomas, Cuajimalpa de Morelos",/propiedades/venta-departamento-bosques-de-las-lomas-58387336.html,3.0,3.0,260.0,260.0,1,13.75, Cuajimalpa de Morelos,BosquesdelasLomas,1,1,0,1,0,0,0
"Casa en Condominio Col. Álamos: 3 Rec, 2 Baños, 2 Autos + Roof Garden Privado.","Col Alamos, Del Valle, Benito Juárez",/propiedades/casa-en-condominio-col.-alamos:-3-rec-2-banos-2-58662508.html,3.0,2.0,200.0,131.0,1,6.499999, Benito Juárez,DelValle,0,0,0,1,0,1,1
Venta Depto. Condesa Calle Bajio 371,"Venta Departamento Condesa Calle Bajio, Hipódromo Condesa, Cuauhtémoc",/propiedades/venta-depto.-condesa-calle-bajio-371-58689301.html,2.0,2.0,80.0,93.0,1,4.5, Cuauhtémoc,HipódromoCondesa,0,0,0,1,1,0,0
2 Recámaras Donato Guerra Esq. Abraham Glez.,"Donato Guerra 22, Juárez, Cuauhtémoc",/propiedades/2-recamaras-donato-guerra-esq.-abraham-glez.-56700552.html,2.0,2.0,90.0,90.0,1,3.9, Cuauhtémoc,Juárez,0,0,0,1,0,0,0
Departamento en Venta! 2 Recámaras + Cuarto Servicio,"avenida ejercito nacional 225, Ampliación Granada, Miguel Hidalgo",/propiedades/departamento-en-venta!-2-recamaras-cuarto-servicio-51755045.html,2.0,3.0,143.0,143.0,1,7.5, Miguel Hidalgo,AmpliaciónGranada,1,1,0,1,0,0,0
"Departamentos en Venta con Roof Garden o Jardín, Emiliano Zapata, Portales","Portales, Benito Juárez",/propiedades/departamentos-en-venta-con-roof-garden-o-jardin-56063960.html,2.0,2.0,95.0,95.0,1,3.2, Benito Juárez,Portales,0,0,0,1,1,1,1
Renta: Hermoso Departamento con Acabados de Lujo,"Desierto de los Leones 5760, Olivar de los Padres, Alvaro Obregón",/propiedades/renta:-hermoso-departamento-con-acabados-de-lujo-57851218.html,3.0,3.0,191.0,210.0,1,7.5, Alvaro Obregón,OlivardelosPadres,1,1,1,1,0,1,0
"Venta Departamento en Col. del Valle, 2 Estacionamientos.","Angel Urraza 607, Del Valle, Benito Juárez",/propiedades/venta-departamento-en-col.-del-valle-2-58108927.html,2.0,2.0,65.0,80.0,1,3.4, Benito Juárez,DelValle,0,0,0,1,0,0,0
Departamento en Venta Colonia Nochebuena/ Boston,"Boston 119, Nochebuena, Benito Juárez",/propiedades/departamento-en-venta-colonia-nochebuena-boston-58276650.html,2.0,2.0,110.0,110.0,1,5.89, Benito Juárez,Nochebuena,0,0,0,0,1,0,0
Venta Departamentos Nuevos en Colonia Nativitas,"Calle Virginia 221, Nativitas, Ciudad de México, Nativitas, Benito Juárez",/propiedades/venta-departamentos-nuevos-en-colonia-nativitas-53900975.html,2.0,2.0,60.0,60.0,1,2.4730000000000003, Benito Juárez,Nativitas,0,0,0,1,1,0,0
Departamento en Venta y Renta Portales / Albert,"Albert 10, Portales, Benito Juárez",/propiedades/departamento-en-venta-y-renta-portales-albert-53305567.html,2.0,1.0,62.0,62.0,1,2.25, Benito Juárez,Portales,0,0,0,1,0,0,0
Adolfo Prieto 1308,"Adolfo Prieto #1308, Col. Del Valle Centro, Alcaldía Benito Juárez, Del Valle, Benito Juárez",/propiedades/adolfo-prieto-1308-58359339.html,3.0,2.0,200.0,200.0,1,8.19, Benito Juárez,DelValle,0,0,0,0,0,0,0
Residencial Cerrada de San Borja 39,"Cerrada de San Borja 39, colonia Del Valle, Del Valle, Benito Juárez",/propiedades/residencial-cerrada-de-san-borja-39-57267319.html,2.0,2.0,97.0,143.0,1,6.10976, Benito Juárez,DelValle,0,0,0,1,1,0,1
La Quemada 303,"LA QUEMADA 303, Narvarte, Benito Juárez",/propiedades/la-quemada-303-56329272.html,3.0,2.0,127.5,127.5,1,4.218999999999999, Benito Juárez,Narvarte,0,0,0,1,1,0,0
Venta de Departamento en Polanco,"Arquímedes 217, Polanco, Miguel Hidalgo",/propiedades/venta-de-departamento-en-polanco-55530150.html,1.0,1.0,60.0,60.0,1,4.9, Miguel Hidalgo,Polanco,0,0,0,1,0,1,0
Funcional Departamento de Lujo de 2 Recámaras Totalmente Amueblado en St Regis,"PASEO DE LA REFORMA 439, Cuauhtémoc, Cuauhtémoc",/propiedades/funcional-departamento-de-lujo-de-2-recamaras-54716479.html,2.0,2.0,183.0,183.0,0,37.95, Cuauhtémoc,Cuauhtémoc,0,0,0,1,0,0,0
