name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),estacionamientos
Vendo Penthouse con Roof Garden Privado en Excelentes Condiciones,"Tizapan, Alvaro Obregón","Precioso penthouse en excelentes condiciones con roof garden privado. Muy buenos acabados con madera de ingeniería, mármol en baños, barra de granito en cocina. Consta de sala comedor, medio baño, cocina integral abierta, área de lavado Y cuarto de servicio integrado. Dos recámaras las dos con amplio vestidor Y baño cada una, cuarto de televisión. Roof garden de 140 mts con asador, pérgola con toldo, closets. Family room muy amplio con baño completo Y gran cava climatizada. Todo el departamento cuenta con aire acondicionado. 3 estacionamientos techados que no se estorban. El edificio cuenta con salón para 20 personas con baño Y jardín común de 40 mts con asador. 3 lugares de visitas. Solo son 14 departamentos, el departamento esta en 5o piso. Estricta vigilancia las 24 hrs. Conózcalo! Malena romo Ver datos. maru de miguel Ver datos",/propiedades/vendo-penthouse-con-roof-garden-privado-en-excelentes-63938803.html,"MN 10,500,000",venta,,,,,
Departamento en La del Valle,"Del Valle Norte, Benito Juárez","¡ Única y última oportunidad de obtener un inmueble de recuperación bancaria! - Precio muy por debajo de su valor comercial. - ¡ Te asesoramos paso a paso, hasta concluir con la entrega de las llaves de tu nueva casa! - Somos una empresa con presencia en toda la República Mexicana, … Con más de 20 años de experiencia que se caracteriza por brindar seguridad, transparencia Y confianza. - La propiedad se encuentra cerca de escuelas, plazas comerciales y: - Entre avenidas importantes como: - El pago se realiza en dos exhibiciones.",/propiedades/departamento-en-la-del-valle-64017996.html,"MN 1,157,000",venta,,,,,
Lindos Departamentos en Venta,"Mixcoac, Benito Juárez","Lindo proyecto en boulevard lopez mateos 95, desarrollo de 24 departamentos, de 2 recamaras, 2 baños, la recamara principal con vestidor Y baño, cocina equipada con barra de granito Y un lugar de estacionamiento, se entregan completamente equipados, con acabados de muy buena calidad, excelente ubicacion hacia cualquier parte de la ciudad, todos con muy buena iluminacion, roof garden Y salon de usos multiples comun.",/propiedades/lindos-departamentos-en-venta-59230652.html,"MN 3,470,000",venta,,,,,
Departamento en Venta Colonia del Valle,"Del Valle Centro, Benito Juárez","Departamentos con arquitectura de vanguardia y acabados premium (preventa) El edificio fue diseñado por mgga arquitectos y cuenta con 6 departamentos con las siguientes características: Departamento 101: 205 m2 techados y jardín de 36 m2. 3 recamaras, 3. 5 baños, cuarto de servicio, 2 estacionamientos. Precio $14, 550, 000 pesos. Departamento 201: 100 m2 techados y roof garden de 40 m2. 2 recamaras, 2 baños, 1 estacionamiento. Precio $7, 775, 000 pesos. Departamento 202: 105 m2 techados y roof garden de 36 m2. 2 recamaras, 2 baños, 1 estacionamiento. Precio $8, 260, 000 pesos. Departamento 301: 100 m2 techados. 2 recamaras, 2 baños, 1 estacionamiento. Precio $6, 665, 000 pesos. Departamento 302: 105 m2 techados y roof garden de 49 m2. 2 recamaras, 2 baños, 1 estacionamiento. Precio $8, 580, 000 pesos. Departamento 401: 208 m2 techados y roof garden de 69 m2. 3 recamaras, 3. 5 baños, cuarto de servicio, 2 estacionamientos. Precio $16, 450, 000 pesos. Todos los departamentos cuentan con familiy room, sala con balcón, comedor, cocina, cuarto de lavado, vestidor, closets y bodega. Nuestros acabados son premium con especificaciones de la más alta calidad: - Cocina: cubierta de granito, estufa, campana y lavavajillas marca Whirlpool. - Baños: placas completas de mármol de carrara blanco italiano, accesorios marca Helvex, canceles de vidrio templado. - Puertas y closets: madera natural de tzalam. - Pisos: madera natural de tzalam en interiores, piedra volcánica en exteriores y porcelanato firenze en cocina y áreas de servicio. - Iluminación: diseñada por Lumina con tecnología led. - Elevador: marca Thyssenkrupp para 8 pasajeros. - Canceles: marca Andersen. - Fachadas: de concreto aparente el cual no requiere pintura y un mantenimiento mínimo. El edificio cuenta con circuito cerrado de televisión y vigilante las 24 horas. EasyBroker id: eb-ja0452",/propiedades/departamento-en-venta-colonia-del-valle-62742068.html,"MN 14,550,000",venta,,,,,
"Depto 102 Col del Valle $4,840,000 de 69.75 m&sup2; Entrega Inmediata. 2 Baños.","Del Valle Sur, Benito Juárez","Depto 102 col del valle $4, 840, 000 de 69. 75 m² entrega inmediata. 2 baños. 1 estacionamiento (elevauto). 2 recámaras. Sin roof garden. A estrenar. Hermoso departamento en venta con acabado moderno, ubicado en la colonia “del valle e”, una de las colonias con mayor plusvalía en la alcaldía benito juárez, dentro de la zona se encuentran parques, jardines, glorietas, camellones, jardineras y calles, que destacan por sus extensas áreas verdes. Trasladarse cualquier parte de la ciudad será sencillo gracias a la cercanía con las principales avenidas de la colonia. Características De deptos: Algunos con roof garden en privado, balcón o terraza, 2 recámaras con closet (principal con baño completo y vestidor), 2 baños, Sala-comedor, cocina equipada, Cuarto de lavado, 1 lugar de estacionamiento. Lugar Extra Costo por separado. Así como Bodega según disponibilidad. Amenidades: elevador, roof privado, cctv y bodega (costo extra). Entrega inmediata. Tramitamos tu crédito infonavit, cofinavit, hipotecarios, bancario, etc. Sin costo alguno. Mayores informes y citas por correo o vía whatsApp Lic. Angélica González Ver datos 76 ó 56 Ver datos o envíanos tus datos y te contactamos.",/propiedades/depto-102-col-del-valle-$4-840-000-de-69.75-m-sup2-63789968.html,"MN 4,840,000",venta,,,,,
Venta Departamento Bosques de Santa Fe ¡Excelente Precio!,"San Mateo Tlaltenango, Cuajimalpa de Morelos","Excelente precio departamento en óptimas condiciones dentro del Club de Golf Bosques de Santa Fe, desarrollo exclusivo con espléndidas instalaciones deportivas y sociales. Seguridad extrema 24/7, muy amplio, altura entrepisos de 3. 20 m, terrazas en ambos frentes, muy buena luz, sol, temperatura. Cuenta con recibidor, sala y salón juegos/tv/bar con acceso a terraza, comedor, family, baño visitas, cocina integral, pantry. Recámara principal muy grande con vestidor y baño. 2 Recámaras con walk in closet, baño y terraza cada una de ellas, closet blancos. Área servicio con lavandería, 2 habitaciones, 1 baño. Bodega y 6 cajones de estacionamiento. El desarrollo ofrece salón fiestas, jardín 1, 500 m2 aprox, acceso directo al club. EasyBroker id: eb-gz6939",/propiedades/venta-departamento-bosques-de-santa-fe-excelente-60663789.html,"USD 2,500,000",venta,,,,,
Se Vende Impecable Departamento en La Zona Más Bonita de La Colonia del Valle.,"Del Valle Sur, Benito Juárez","Ubicado en la zona más bonita de la colonia del Valle, exterior, con vista arbolada, iluminado y con excelente temperatura, en verano fresco y en inviero calientito. El edificio en el que se encuentrá esta en excelentes condiciones de mantenimiento, El departamento tiene 129 m2, la estancia sala comedor es de buen tamaño, tiene dos habitaciones, la principal con baño y clóset, un baño completo que da servicio a la estancia y a la recámara secundaria; Los baños están totalmente remodelados. La cocina totalmente equipada con muebles de excelente calidad y buen gusto, tiene ventanas Douvent, es silencioso y traquilo, . ¡Impecable! No necesita ni un peso de inversión. Iene también área de lavado integrada al departamento, un cajón de estacionamiento y cuarto de servicio. El edifico cuenta con elevador y seguridad las 24 horas. La calle es una de las más bonitas, elegantes y agradables de la Colonia del Valle, ideal para dar un paseo y caminar. Informes: Pilar Gutiérrez de Q. Riestra: 55 Ver datos. Adriana Martínez Ramos: Ver datos. Ivonne Oliver: 55 Ver datos",/propiedades/se-vende-impecable-departamento-en-la-zona-mas-bonita-63451280.html,"MN 5,100,000",venta,,,,,
Departamento en Venta en Lomas de Chapultepec,"Lomas de Chapultepec, Miguel Hidalgo",Hermoso y amplio departamento remodelado en una de las zonas mas exclusivas de la Ciudad. Vistas verdes 360 y los mejores acabados. Primer piso. 3 recámaras con vestidor y baño completo. Sala de Tv. Cuarto de Juegos / Estudio. Amplia Sala - Comedor con generosas alturas. Cocina integral con isla y cubiertas de cuarzo. Lavandería. Cuarto de servicio completo. Elevador directo al departamento. Elevador de servicio y acceso secundario. 3 lugares de estacionamiento. Hermosos jardines. Área de juegos infantiles. Salones de fiesta. Gimnasio. Cancha de tenis. Vigilancia 24hrs. EasyBroker id: eb-kb5149,/propiedades/departamento-en-venta-en-lomas-de-chapultepec-63717753.html,"MN 19,500,000",venta,,,,,
Depto en Venta. Col del Valle: Gabriel Mancera 1060 con Roof Garden y Jacuzzi,"Del Valle Centro, Benito Juárez","Exclusivos departamento con hermosas vistas. Desde 113 m2 habitables. Con 2 recámaras, 3 baños, 2 cajones de estacionamiento, comedor, cocina equipada y elevador. Ludoteca. Gimnasio. Roof Garden común con Jacuzzi. Roof Garden privado. Circuito cerrado. Seguridad 24/7. Zonas de interés: -Parque Delta. -Teatro Xola Prieto. -World Trade Center. -Pepsi Center. -Jardín Santiago Xicontencatl. -Parque las Américas. ""Excelente oportunidad para vivir"" / Precio a tratar.",/propiedades/depto-en-venta.-col-del-valle:-gabriel-mancera-1060-64271303.html,"MN 6,200,000",venta,,,,,
Venta Departamento en Polanco,"Polanco II Sección, Miguel Hidalgo","Amplio y recién remodelado; ubicado entre Avenida Presidente Masaryk y Campos Elíseos; en el corazón de Polanco. A media cuadra del templo Maguén David Polanco. Es piso 2 y es muy iluminado. Son 3 recámaras, la principal con baño completo y vestidor. Las otras dos recámaras cuentan con closets de muy buen tamaño. Son 2 baños completos y medio baño de visitas. Estancia: sala, comedor, cocina, desayunador. Cocina integral, cuarto de servicio y cuarto de lavado. Balcón a todo lo largo en la fachada. Le corresponde un lugar de estacionamiento con opción a otro lugar con un costo extra mensual. Mantenimiento: 2, 300 pesos mensuales. Lobby y elevadores remodelados. Vigilancia 24 hrs y cctv. Pequeña bodega",/propiedades/venta-departamento-en-polanco-60907104.html,"MN 10,500,000",venta,,,,,
Lomas de Bezares Departamento en Venta. Baja de Precio!,"Lomas de Bezares, Miguel Hidalgo","Excelente Oportunidad. Baja de precio! Departamento en Venta, en un terreno de 1, 800 m2. Son solo 3 departamentos! Privada tranquila y muy segura. Precioso departamento muy iluminado. - 295m2 privativos más bodega. - 3 recámaras con techos altos. - 3. 5 baños. - Sala, comedor, sala de tv con balcón con vista al jardín. - Acabados de muy buen gusto, pisos de madera. - Cocina integral con barra de granito, despensa muy amplia, cuarto de servicio para dos camas. - Estacionamiento techado para 4 coches. - Bodega, baño para choferes. - Jardín común de 500 m2 con juegos infantiles y tumbling, así como patio de 500m2. - Explanada enorme para que los niños anden en bicicleta o jueguen basketball. - Salón de fiestas para 100 personas con baños. - Edificio de pb Y 2 pisos sin elevador. - Terreno en condominio de 1, 800 m2. - Un solo departamento por piso, el departamento está en el 2o piso. EasyBroker id: eb-ig6735",/propiedades/lomas-de-bezares-departamento-en-venta.-baja-de-62003562.html,"MN 15,300,000",venta,,,,,
Venta Departamento Prol San Antonio,"Carola, Alvaro Obregón","Gran oportunidad de comprar un precioso departamento de 160 m2. 80 m2 en primer psio + 80m2 de roof garden privado. El roof tiene 40m2 habitables y 40m2 de terraza. Como nuevo, 4 años, en excelente estado. Súper ubicado para estar en el valle de la ciudad y zonas céntricas de la cdmx, o conectar rápidamente hacia el sur o norte de la ciudad y de inmediato a Santa Fe, Lomas, Bosques, etc. En piso 7, sin ruido, muy buena iluminación y con vistas panorámicas. pb: -Estancia con buen espacio para sala y comedor. -Cocina abierta, integral y con barra desayunador. -2 recámaras con baño completo y vestidor. - Cuarto de servicio y de lavado. Roof: -Amplia habitación, que hoy es un estudio y espacio social que conecta con la parte de la terraza del roof garden con asador, mesa, sombrilla, etc. La habitación del roof tiene medio baño que se puede modificar fácilmente para hacerlo completo. 2 estacionamientos. Amenidades: Ludoteca, pasillo para jogging, área de juegos infantiles.",/propiedades/venta-departamento-prol-san-antonio-64359815.html,"MN 4,250,000",venta,,,,,
Hermoso Departamento con Balcón en Venta en Lomas de Chapult,"Lomas de Chapultepec, Miguel Hidalgo","Hermoso departamento con Balcón en Venta en Lomas de Chapultepec. 245 m2. 3 Recámaras. 3. 5 Baños. 3 Estacionamientos. Distribuido en dos niveles con doble altura. Planta Baja. Sala, comedor, bar, balcón, baño de visitas, cocina, cuarto de servicios con baño, area de lavandería. Planta Alta. Family room, 3 cuartos cada uno con baño, el cuarto principal cuenta con vestidor. Amenidades. Carril de nado y terraza. Vigilancia 24 horas y estacionamientos de visitas. EasyBroker id: eb-iv4376",/propiedades/hermoso-departamento-con-balcon-en-venta-en-lomas-de-62565531.html,"MN 14,900,000",venta,,,,,
"Exclusivo Departamento Clikalia en Popocatépetl 201, Santa C","Santa Cruz Atoyac, Benito Juárez","¡renovado! Conoce departamento exterior, exclusivo Clikalia en Avenida Popocatépetl 201, Santa Cruz Atoyac, Benito Juárez. Se encuentra en el segundo nivel, con elevador. La propiedad cuenta con: - 92 m2 de construcción total. - 3 recámaras. - 2 baños completos. - 1 cajón de estacionamiento independiente. - Bodega de 6 m2 y balcón de 1. 32 m2 incluidos en el metraje total. - Seguridad 12 horas. - Año de construcción: 2011. - Mantenimiento: $1, 500. 00. Puntos de referencia: - 3 minutos caminando Alberca Olímpica Francisco Márquez. - 5 minutos caminando Metro Eje Central. - 5 minutos en auto Hospital San Ángel Inn Universidad. - 6 minutos en auto Museo Casa de León Trotsky. El precio que aquí se muestra incluye: - Tratamiento en ventanas, clósets y puertas. - Renovación en cocina (mdf acabadas en melamina blanca y aperturas con jaladeras), piso (cerámico), baños (cambio de mobiliario) y pintura. *¿Necesitas financiamiento? Te ayudamos a obtenerlo. no cobramos comisión. EasyBroker id: eb-kn5902",/propiedades/exclusivo-departamento-clikalia-en-popocatepetl-201-64179676.html,"MN 3,697,000",venta,,,,,
Increíble Departamento en Bosques de Las Lomas,"Bosques de las Lomas, Cuajimalpa de Morelos","Increíble Departamento remodelado de 257m2 en Tabachines. 3 Recámaras cada una con baño y la principal con walk in closet. 3 Baños completos. Sala de tv. Sala Comedor. Cocina amplia. Cuarto de Servicio. Area de Lavado. Elevador directo al departamento. Elevador de servicio independiente. Cuenta con vigilancia 24 hrs, jardín común y gimnasio. Precio de venta: $ 11, 500, 000 m. n. Amueblado: $ 12, 000, 000 m. n. EasyBroker id: eb-ke9821",/propiedades/increible-departamento-en-bosques-de-las-lomas-63854960.html,"MN 11,500,000",venta,,,,,
Departamento en Venta en Santa Maria Nonoalco,"Santa María Nonoalco, Benito Juárez","Departamento interior muy iluminado de 74. 89 m2 habitables en Santa Maria Nonoalco, Benito Juarez, este impecable y amplio departamento de solo 5 años de antigüedad, cuenta con una amplia estancia sala comedor, una practica cocina integral con cubiertas de granito, con amplia area de lavado, el area social da a un cubo de iluminación con un pequeño balcón interior, tiene dos recámaras, la principal con closet y baño completo, la secundaria con closet y comparte el baño con el area social. Cuenta con dos espacios de estacionamientos uno abajo y el otro con eleva auto. Super ubicado a un paso de periférico, patriotismo, insurgentes y revolución, En el edificio son solo 22 departamentos, cuenta con Roof Garden común para esparcimiento, con asadores, juegos y área de gimnasio. No dejes pasar esta oportunidad, saca tu cita ahora mismo y ven a conocerlo!",/propiedades/departamento-en-venta-en-santa-maria-nonoalco-64153441.html,"MN 3,620,000",venta,,,,,
Acogedor Departamento a 5 Minutos de Lindavista,"La Escalera, Gustavo A. Madero","Residencial Zacatenco. Departamento recién remodelado con mucha luz natural. Muy bien ubicado cerca de escuelas, centros comerciales, avenidas importantes. Tres recámaras con closet, un baño, cocina equipada, cuarto de lavado y jaula de tendido en la azotea del edificio. Cisterna para cada departamento. Un lugar de estacionamiento techado independiente. Ubicado en el tercer piso. No cuenta con elevador. EasyBroker id: eb-kh1241",/propiedades/acogedor-departamento-a-5-minutos-de-lindavista-63956848.html,"MN 2,300,000",venta,,,,,
Departamento en Venta a Unos Minutos del Parque La Mexicana,"Contadero, Cuajimalpa de Morelos","Amplio departamento en exterior a unos minutos del Centro Comercial y Parque la Mexicana. Ubicado en un cuarto piso de cuatro niveles con elevador. Esté departamento de 181 metros cuadrados moderno cuenta con ventanas de doble vidrio para aislar el ruido y mantener una temperatura cálida todo el año. Tiene 2 amplias recámaras con walk-in clóset y baño completo. Un estudio o área de tv con opción a una tercera recámara. Un amplio balcón, además de una iluminada estancia de sala y comedor con excelentes espacios. Medio baño en área social. Cocina integral con área de lavado y cuarto de servicio. Tiene 2 estacionamientos independientes descubiertos. Vigilancia 24 horas y sistema de circuito cerrado. Jardín Excelente conectividad vial con acceso a supervías a Toluca, Interlomas o Naucalpan o Reforma Lomas. Fácil acceso a colegios y universidades, centros de trabajo en Santa Fe, supermercados, centros comerciales y hospitales. Una visita obligada si estás buscando vivir en Santa Fe y una oportunidad de inversión. Se aceptan todo tipo de créditos",/propiedades/departamento-en-venta-a-unos-minutos-del-parque-la-63698818.html,"MN 5,800,000",venta,,,,,
Espectacular Departamento 356 m&sup2; Venta Lomas de Santa Fe,"Lomas de Santa Fe, Alvaro Obregón","Departamento para estrenar en Lomas de Santa Fe. •Proyecto del Arq. Pancho Guzmán. • Nuevo. • Edificio de solo 9 departamentos. • Amplia sala y comedor. • Pisos de madera y granito. • Sistema inteligente de iluminación. • Sistema de sonido Sonos. • Terraza de 45m2. • Cava iluminada. • Cocina integral italiana con estufa eléctrica. • 2 recamaras con baño y walking closets. • Calefacción hidrónica. • Persianas eléctricas. • 2 y medio baños. • Área de lavado y cuarto de servicio. • 6 lugares de estacionamiento. • Gimnasio equipado. •Seguridad 24horas. • Bodega. • Salón de eventos. Interiorismo por Casilda Guzman, conozcalo. Venta: $Ver datos. ¡Síguenos!. Somos líderes en asesoría inmobiliaria con ¡verdadero valor agregado! Estrena con GreatHomes Rs. ¡Contáctanos hoy mismo! (55) Ver datos. Ver datos. EasyBroker id: eb-hz5296",/propiedades/espectacular-departamento-356-m-sup2--venta-lomas-de-61723502.html,"MN 23,000,000",venta,,,,,
Grand Tower del Valle - Vendo Departamento - 3 Estacionamientos - Bodega - 20 Amenidades,"Narvarte Poniente, Benito Juárez","Excelente vista panorámica. Excelente estado de conservación! Departamento en piso 11, estilo moderno, con amplios espacios, cómoda distribución, iluminación y ventilación natural. Consta de: 3 recámaras (la principal con vestidor, las otras 2 con closets), 2 baños completos (uno en la recámara principal y el otro en pasillo que da servicio a dos recámaras), sala, comedor, cocina integral con barra, área de lavado integrada, balcón en exterior de sala y recámara principal. Cuenta con bodega en sótano y 3 lugares de estacionamiento fijos en línea, que no se estorban con otros vecinos. Acabados: Pisos de porcelanato modelo crema marfil 90x60 importado, pisos de madera de ingeniería acabado Tzalam en recámaras, cancelaría de aluminio con cristal, cubierta y barra de granito en cocina. Más de 20 diferentes amenidades para adultos y niños: Sky garden, sky cinema, terrazas, terrazas con asadores, snack bar, salón inglés, salón de usos múltiples, salón de eventos, lounge, teens lounge, business center, salón de tareas, kids club, city music (sala de música), city golf, yoga 360, gym, crossfit, fitness, cancha de futbol, cancha de basketball, albercas techadas, jacuzzis, estética, lavandería, city mart (mini super), cinema, arcade boliche, jardines, ajedrez, juegos infantiles, área para mascotas, estacionamientos para visitas, tres elevadores, concierge, vigilancia 24 horas. Conózcalo de lunes a domingo, a la hora de su preferencia, previa cita. Documentación en orden. Se aceptan todo tipo de créditos bancarios y de instituciones. Precio negociable",/propiedades/grand-tower-del-valle-vendo-departamento-3-63619463.html,"MN 5,380,000",venta,,,,,
Venta de PH de 2 Recámaras con Roof Garden Privado en Col. C,"Cuauhtémoc, Cuauhtémoc","Venta de Ph en La Col. Cuauhtemoc en dos plantas de 42. 57M2 Habitables (85. 14m2) + 14. 16M2 con Balcón + 38M2 de Roof Garden, cuenta con dos recámaras, 2 baños completos, sala y comedor, cocina abierta, área de lavado, 1 lugar de estacionamiento. EasyBroker id: eb-iw0738",/propiedades/venta-de-ph-de-2-recamaras-con-roof-garden-privado-en-62592367.html,"MN 7,911,237",venta,,,,,
Departamento en Venta Anzures/ Shakespeare,"Anzures, Miguel Hidalgo","Exclusivo departamento en la mejor zona de anzures, solo 3 departamentos, piso completo, 176. 17 M2, tres habitaciones, tres baños completos, medio baño de visitas, amplia estancia, sala de television, cocina integral abierta con barra de granito, area de lavado, acabados de lujo, persianas, cristales duo vent, elevador con entrada directa al departamento, dos estacionamientos fijos. Acceso A thiers, gutemberg Y ejercito nacional.",/propiedades/departamento-en-venta-anzures-shakespeare-58854513.html,"MN 9,700,000",venta,,,,,
"Cobalto, Departamento en Venta","Lomas del Pedregal, Tlalpan","Precioso departamento muy iluminado con estricta vigilancia las 24 horas, magnifica vista, amplios espacios, con acceso biométrico (con huella digital), sala, comedor, family room, cocina integral, 3 recamaras cada una con baño completo y la principal con vestidor, terraza, dos lugares de estacionamiento y una bodega. El condominio cuenta con amenities como son gimnasio, ludoteca, salón de usos múltiples, jardines y áreas verdes.",/propiedades/cobalto-departamento-en-venta-63499265.html,"MN 11,750,000",venta,,,,,
Penthouse Loft Santa Maria La Rivera / Dr. Atl,"Santa María la Ribera, Cuauhtémoc","Propiedad unica en toda la ciudad de mexico, penthouse loft 100% tipo new york original con acabados tipo industrial, 112 M2, amplisimo espacios, estancia, cocina integral, habitacion principal con vestidor Y baño, habitacion secundaria con closet, baño, balcon, condominio sin igual en la ciudad, elevador, lavanderia equipada, un cajon de estacionamiento, vigilancia 24 hrs. , condominio con ecotecnologias como tratamiento de aguas recicladas, huertos, jardines ornamentales, roof garden ecologico, asadores, mirador con vista 360 · A la ciudad, inmejorable ubicacion.",/propiedades/penthouse-loft-santa-maria-la-rivera-dr.-atl-62496474.html,"MN 4,800,000",venta,,,,,
Departamento en Venta o Renta en Residencial Veramonte.,"Santa Fe, Alvaro Obregón","El departamento de tus sueños a tu alcance! Si lo que buscas es más espacio, luz, comodidad para vivir tranquilo, este departamento es ideal ya que lo podrás acondicionar a tu manera. Con vistas espectaculares a la ciudad y naturaleza para que sientas la libertad y aire fresco todos los días. Este departamento de 357 m2 cuenta con dos recámaras cada una con vestidor y baños. Un estudio para trabajar desde casa y si te gusta leer podrás poner. todos tus libros favoritos y tenerlos a la mano. También puede ser opción a otra recámara. Calefacción independientes en las habitaciones. La estancia es tan amplia que puedes jugar con ella y hacer el mejor lugar para tu familia y visitas. Cocina integral de lujo totalmente equipada con refrigerador, congelador Sub Zero, cafetera, microondas, cuarto de servicio integrado y bodega. Cuenta con excelentes amenidades para que disfruten grandes y chicos y poder hacer ejercicio en el gym, albercas techada y en exterior, cancha de fut, tenis y paddle, lindos jardines, terrazas, áreas de asadores para organizar una comida al aire libre en familia, juegos infantiles, salón de juegos para adolescentes, salón de usos múltiples para adultos, además de un salón de eventos para 800 personas donde podrás organizar una gran fiesta con toda la gente que quieres, cine, ludoteca,, cancha de tenis, paddle, futbol, spa con sauna, salón en cada edificio con billar y para consentirte y relajarte área de masajes para hombres y mujeres. Cuenta con cafetería para disfrutar y relajarte una tarde con los amigos. Agenda una cita ya! Con gusto te atenderemos!",/propiedades/departamento-en-venta-o-renta-en-residencial-62514847.html,"MN 20,500,000",venta,,,,,
"Departamento en Venta, Av San Antonio, Alvaro Obregón","Carola, Alvaro Obregón","Bonito Y funcional departamento en venta en excelente ubicación A 3 cuadras de periférico en edificio prácticamente nuevo, ubicado en primer nivel, exterior, con balcón. Cuenta con una superficie de 59 mt, 2 recámaras, 1 baño, cocina integral abierta con barra desayunador, área de lavado Y 2 lugares de estacionamiento techado Y bodega. El edificio cuenta con 2 elevadores, lobby recibidor, gimnasio, área de juegos infantiles, salón de eventos con cocineta Y baño. Estacionamiento de visitas. Vigilancia 24/7. Cuota mensual de mantenimiento: $1, 600. 00",/propiedades/departamento-en-venta-av-san-antonio-alvaro-obregon-63592847.html,"MN 2,500,000",venta,,,,,
Garden House Amatepec,"Lomas de Chapultepec, Miguel Hidalgo","Espectacular garden house con enorme jardín con vistas a la cañada de Lomas de Chapultepec. Se encuentra dentro de un exclusivo condominio que consta de dos duplex independientes. Cada departamento tiene su propio estacionamiento y acceso peatonal. El gran atractivo de este garden house es que tiene las características de una casa independiente pero con la comodidad y seguridad de un condominio. Cuenta con un amplio recibidor, sala y comedor integrados con salida a la terraza. También tiene un desayunador y amplia cocina. Todas las habitaciones tienen salida al hermoso jardín que rodea el departamento, son tres amplias recamaras cada una con baño completo y vestidor de madera natural. El área de servicio se encuentra en un semi sótano y consta de dos recamaras, baño completo y área de lavado. Cada espacio goza de mucha amplitud y luz natural. Tiene acabados de lujo como pisos de duela de madera natural y mármol travertino. Los tres baños y medio también son de mármol y cada uno tiene ventana para una buena ventilación. El diseño interior es atemporal de estilo californiano contemporáneo con muy buen estado de conservación. Seguridad 24 hrs. ¡Conócela y enamórate de ella!. EasyBroker id: eb-ij7760",/propiedades/garden-house-amatepec-62150681.html,"MN 37,500,000",venta,,,,,
Departamento con Roof Garden Preventa en Colonia Anáhuac Cdmx,"Anáhuac I Sección, Miguel Hidalgo","Te ofrecemos el precio comercial más bajo. Esta propiedad se encuentra en preventa, por lo que ahora mismo tiene el precio comercial más bajo (conforme avance la construcción los costos irán en aumento). Hoy tienes la posibilidad de negociar tu plan de pagos para personalizarlo y adaptarlo a lo que más te convenga. ( cerca de todo lo que necesitas. Lago Texcoco 34 se ubica cerca de los sitios de interés más atractivos de la zona, por lo que todos los servicios básicos podrás cubrirlos sin problema. Algunos de ellos son: • Chapultepec (11 min. )Polanco (15 min. ) • Reforma (11 min. ) • Santa María La Ribera (16 min. ) • Polanco (15 min. ) recibe tu depa en diciembre. Actualmente el proyecto se encuentra en un 50% de construcción, por lo que la fecha de entrega prevista es para el último trimestre de 2022- Solicita más informes o visita para conocer a fondo tu nuevo departamento y apartarlo ahora mismo. Es un departamento es único y especial: conserva la fachada original Ver datos y cuenta con un roof garden privado. Una obra de arte a tu alcance.",/propiedades/departamento-con-roof-garden-preventa-en-colonia-64056619.html,"MN 7,925,000",venta,,,,,
"Remodelado, a Negociar Super Oportunidad","Nápoles, Benito Juárez","Amplio e iluminado departamento en el corazón de la colonia Napoles. Sus 126 metros cuadrados le permite tener una excelente distribución en todos sus espacios, la recamara principal es muy grande con woking closet y baño completo, su estancia comedor es muy espaciosa, cuenta con cuarto de lavado y de servicio o bodega, tiene elevador y una vista formidable por encontrarse en un séptimo nivel, tiene un balcón muy grande para disfrutar la vista relajarse en un ambiente fresco. Ya bajo de precio y es una excelente oportunidad. Se aceptan créditos. No te lo puedes perder. La renta es más mantenimiento.",/propiedades/remodelado-a-negociar-super-oportunidad-59372583.html,"MN 4,000,000",venta,,,,,
Departamento - Venta,"Nápoles, Benito Juárez","Múdate a una de las mejores zonas de la cdmx, venta de bonito departamento compuesto por: 2 recamaras, 2 baños, cocina equipada, área de lavado integrado, 1 estacionamiento, elevador, vigilancia 24/7.",/propiedades/departamento-venta-64254832.html,"MN 3,150,000",venta,,,,,
Departamento en Venta,"Del Valle Centro, Benito Juárez","Desarrollo de 12 exclusivos departamentos con acabados de lujo. Distribución arquitectónica: 3 recamaras, 2 lugares de estacionamiento, increíble cocina abierta, sala-comedor con salida al balcón y vista arbolada, despacho, cuarto de lavado, balcón, bodega, Roof Garden privado, sistema de recolección de agua pluvial, interfón, bici parking, pet friendly. Entrega Inmediata! Ubicación inigualable! El lugar perfecto para vivir cerca de todo, en la Colonia Del Valle, misma que se distingue como uno de los sitios más atractivas de la ciudad. EasyBroker id: eb-ff8204",/propiedades/departamento-en-venta-59557992.html,"MN 9,451,794",venta,,,,,
Venta Departamento Parque San Andres No Se Comparte Comision,"Parque San Andrés, Coyoacán","Se vende departamento con inmejorable ubicación, en bonita calle. El departamento cuenta con 77 m2 más una zotehuela de 6 m2, haciendo un total de 83 m2. Tiene un vestíbulo. Sala y comedor. Cocina integral. Área de lavado y tendido. 2 Recámaras con closet. 1 Baño. Medio baño de visitas. Sin cajón de estacionamiento, pero se puede rentar uno por $800 pesos, y junto hay una pensión y a media cuadra de Miguel Angel de Quevedo. no se comparte comision",/propiedades/venta-departamento-parque-san-andres-no-se-comparte-64112058.html,"MN 2,850,000",venta,,,,,
