name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),estacionamientos
"Venta Abilia, Ruben Dario","Polanco, Miguel Hidalgo","Espectacular departamento en el residencial mas exclusivo de polanco. Vistas especulares del bosque de chapultepec. Entrega en obra negra. Listo para hacer tu proyecto. Alberca, gym, restaurante, seguridad, exclusividad. en la mejor zona de la ciudad. Gran roof garden de 170 m2. una sola planta. -torre nimbus lord byron sur. - 266 interior. - 68 terraza. - 167 roof garden. $2, 950, 000 usd. torre nimbus lord byron sur. -266 interior. -68 terrazas. -175 roof garden. $3, 600, 000 usd. - torre ruben dario. - $4, 900, 000 usd. - $7, 800, 000 usd _ 460 interiores, 470 metros de terraza. Con espectacular vista al bosque de chapulptec. -torre nimbus lord byron sur. departamento cuenta con dos niveles. 91 metros de terrazas. 350 metros de roof graden privado. 446 metros interiores en dos niveles. Doble altura. $5, 500, 000 usd. EasyBroker id: eb-iq6168",/propiedades/venta-abilia-ruben-dario-62389547.html,"USD 2,950,000",venta,4.0,4.0,450.0,,5.0
Vendo Departamento Bosques de Las Lomas Abetos 101,"Bosques de las Lomas, Cuajimalpa de Morelos","Estudio. inmobiliario ofrece departamento en venta Bosques de las Lomas, seguridad, dos departamentos por piso, dos elevadores principal y de servicio. Excelente estado de conservación, soleado, luminoso, amplia estancia comedor, amplia cocina, tres recamaras, recamara principal con vestidor y baño, un baño se conecta para dos recamaras, medio baño de visitas, lavandería y cuarto de servicio con baño. Dos lugares de estacionamiento independientes. Areas Comunes: jardín con juegos infantiles, gimnasio y alberca techada, sala de cine, salón de fiestas, ludoteca, seguridad privada 24 hrs, monitores y cámara de seguridad. Elevador directo al Superama y centro comercial a media cuadra. Pet friendly. Mantenimiento $7, 000",/propiedades/vendo-departamento-bosques-de-las-lomas-abetos-101-63031908.html,"MN 11,500,000",venta,3.0,2.0,192.0,,2.0
Espectacular Garden con Terrazas IV. Sección Polanco,"Polanco, Miguel Hidalgo","Departamento en Venta en Calle Aristóteles, Col. Polanco. Áreas de uso común: Gimnasio y salón de belleza en planta baja. , rooftop de primer nivel con jacuzzi, skybar en mármoles y granitos de importación en ubicado en azotea con asador, mobiliario, vegetación y tumbonas, accesos y pasillos. Seguridad 24/7, cctv. Cuenta con 2 Recamaras, ambas con terraza y en su interior con walking closet, baño y terraza. Al frente, relacionada con el área social, se tiene cocina abierta equipada con despensa y alacena además de sala y comedor con terraza abierta. Cuarto de Lavado equipado con lavadora y secadora, , Cuarto de Servicio con baño, patio de Servicio, 2 lugares de estacionamiento y bodega. Equipado todo con electrodomésticos y equipo de la marca Smeg; Refrigerador lavadora platos, horno microondas, horno convencional y parrilla. *Superficie Privativa 172. 32 m2. * Superficie Terrazas 60 m2. * Superficie Patio de Servicio 6. 00 m2. * Superficie Bodega 2. 27 m2. * Superficie cajones estacionamiento 31. 00 m2. * Superficie Total departamento 279. 98 m2. * Indiviso 5. 174% Acabados en duela de madera, muros en concreto armado, baños y cubiertas en mármol de español Crema Marfil y cristal templado. Cubiertas de cocina en granito gris oxford pulido y brillado. Carpinterías aaa. EasyBroker id: eb-ju6294",/propiedades/espectacular-garden-con-terrazas-iv.-seccion-polanco-63494962.html,"MN 22,450,000",venta,2.0,3.0,279.0,,2.0
Departamentos Nuevos en Venta de 3 Recámaras Letran Valle.,"Letrán Valle, Benito Juárez","El mejor precio y hermoso condominio de solo 10 departamentos con excelentes acabados y muy buena iluminación y orientación, amplia sala/comedor, gran cocina independiente y de muy buena calidad, cubierta de granito, muy buena y amplia tarja, cierre lento, area de lavado, 3 recámaras (carpintería artesanal), 2 baños y 2 estacionamientos que no se estorban con ningún vecino, los departamentos exteriores cuentan con un amplio balcón de 7 mts2, vigilancia 24/7. Muy buena vista y en la parte mas tranquila de Cuauhtemoc. Los mejores servicios en la zona, Plaza comerciales, tiendas de autoservicio, inmejorables vías de comunicación",/propiedades/departamentos-nuevos-en-venta-de-3-recamaras-letran-64017008.html,"MN 4,950,000",venta,3.0,2.0,100.0,,2.0
Departamento en Fuentes del Pedregal con Alberca y Jardín,"Fuentes del Pedregal, Tlalpan","En una calle cerrada con vigilancia encontrarás este precioso departamento dentro de un condominio con tal solo 5 casas y 3 departamentos. El condominio cuenta con alberca común con calefacción, vigilancia y área social. Los departamentos son muy amplios, cómodos e iluminados. Al entrar te encontrarás con vestíbulo con clóset. Las áreas en sala y comedor son muy espaciosas, cuentan con un balcón, una cocina abierta con barra y ventilación natural, área de lavado y baño de visitas. Cuenta con tres recámaras con baño y vestidor. Los materiales de todo el departamento son de primera calidad. La cocina tiene además acabados de mármol y acero inoxidable. Los pisos son de madera de ingeniería y cerámica. Contáctanos y ven a conocerlas!! Departamento 1. 396. 99 m2. $14, 600, 000. departamento 2. 396. 99 m2. $14, 800, 000. departamento 3. 396. 99 m2. $15, 000, 000. resumen de áreas: en la planta baja. Cuarto del vigilante y pasillo: Área cubierta: 61. 85 m2. Área de estacionamiento para deptos. Área cubierta: 273. 94 m2. Rampa de acceso vehicular y pasillo. Área descubierta: 123. 27 m2. Patio posterior del edificio. Área descubierta: 33. 17 m2. en el primer piso. Área cubierta: Departamento no. 1 252. 68 m2. Cubos de escaleras y elevador 21. 25 m2. en el segundo piso. Área cubierta. Departamento no. 2 252. 68 m2. Cubos de escaleras y elevador 21. 25 m2. en el tercer piso. Área cubierta. Departamento no. 3 252. 68 m2. Cubos de escaleras y elevador 21. 25 m2. en la planta sótano. Cuarto de máquinas, baños y gimnasio. Área cubierta: 59. 24 m2. Alberca techada. Área cubierta: 164. 09 m2. 8 bodegas. Área cubierta: 58. 27 m2. Pasillo de circulación. Área cubierta: 71. 37 m2. Terraza común. Área descubierta 94. 43 m2. Agenda tu cita al. - 55Ver datos. - 55Ver datos. Aviso de privacidad, así como quejas, sugerencias y más: No incluye el mobiliario mostrado en las fotografías. El precio es más gastos e impuestos de escrituración. EasyBroker id: eb-jn1976",/propiedades/departamento-en-fuentes-del-pedregal-con-alberca-y-63464036.html,"MN 14,600,000",venta,3.0,3.0,396.0,,4.0
Venta Departamento en Santa Fe,"Santa Fe, Alvaro Obregón","-40- excelente departamento en el conjunto “infiniti” santa fe, muy iluminado, agradable vista. Consta de los siguientes espacios: Amplia estancia, cocina grande de buen diseño, sala de tv, 3 recámara, oficina, 3 baños completos, área de lavando, 1 bodega, 2 estacionamientos uno detrás del otro. Acabados: Piso de duela, persianas en recámaras, cancel de cristal templado en baños. Áreas comunes: Gimnasio, cine, salón de yoga, área de masajes, alberca techada y descubierta, regaderas, jacuzzi, jardín con juegos infantiles, salón de fiestas, salón de usos múltiples, asadores, terraza descubierta, área para mascotas, valet parking, estacionamiento de visitas. Mantenimiento $4, 800. 00 pesosInmejorable ubicación sobre Prolongación Paseo de la Reforma, a un par de km's de centro comercial Santa Fe, a 5 min. De Vista Hermosa y de Bosques de las Lomas. (msa) denh23Ver datosMVer datoseb-ij7986",/propiedades/venta-departamento-en-santa-fe-64378447.html,"MN 7,900,000",venta,3.0,3.0,150.0,,2.0
"Departamento en Venta en Polanco, Calle Horacio","Polanco IV Sección, Miguel Hidalgo","Departamento de 227mtrs con entrada directa al departamento del elevador, excelente ubicacion, se encuentra en horacio pero la entrada es por una calle muy tranquila que es benito perez galdoz, por esto mismo el depto es una escuadra Y tiene alrededor balcon, mucha luz Y excelente clima. Todos son ventanales de piso A techo. Actualmente son 2 recamaras con 2 baños completos, el principal con vestidor Y el baño dentro, el otro baño esta en el pasillo Y da servicio A visitas, la tercera recamara actualmente esta abierta como parte del area social Y es como estudio pero se puede volver hacer la pared. Precioso antecomedor que puede ser family, cocina iluminada, excelente cuarto de servicio Y area de lavado. Sala Y comedor super amplios. Con una actualizacion quedaria increible este gran departamento. EasyBroker id: eb-gf9317",/propiedades/departamento-en-venta-en-polanco-calle-horacio-59896926.html,"MN 10,500,000",venta,2.0,2.0,227.0,,2.0
"Departamento en Renta o Venta en Mediterránea Santa Fe, Cuajimalpa.","Cuajimalpa, Cuajimalpa de Morelos","Ofrecemos en renta o venta exclusivo y lujoso departamento en el Condominio Mediterránea en Santa Fe Cuajimalpa, con una vista espectacular a las montañas y rodeado de áreas verdes privadas, a unos pasos de la Super Vía Poniente, Carretera México-Toluca, Centros Comerciales como Santa Fe, Samara, Hospital abc, Universidades como la Ibero, Tecnológico de Monterrey, restaurantes y cafeterías. Mediterránea es un desarrollo de dos torres de doce niveles con dos departamentos por piso. El departamento se encuentra ubicado en un doceavo nivel con 257. 43 metros totales distribuidos en 13. 96 metros de terraza y 243. 47 metros habitables. Tiene dos puertas de acceso, la principal y por el área de servicio. Se distribuye en la entrada con una amplia estancia de sala comedor con mucha iluminación y agradable terraza, una cocina muy amplia con lavandería y cuarto de servicio con baño completo. La recámara principal con vestidor y baño completo, la segunda recámara con closet y baño completo, la tercera recámara con vestidor y baño, family room y medio baño para visitas. Todo el departamento tiene persianas. El departamento cuenta con una bodega, tres elevadores por la puerta principal y un elevador de servicio, 3 cajones de estacionamiento y también estacionamiento para visitas. Asimismo, cuenta con amenidades de lujo como: gimnasio, área de juegos infantiles, estricta vigilancia las 24 horas del día, salón de usos múltiples, asador, cancha de squash, de tenis, condominio rodeado de un hermoso jardín privado. **renta más mantenimiento** **mascotas restringidas** listo para habitarse. llamenos Y agendamos una cita",/propiedades/departamento-en-renta-o-venta-en-mediterranea-santa-64075400.html,"MN 14,650,000",venta,3.0,3.0,257.0,,3.0
Penthouse en Venta en Polanco II Secc 3 Recámaras,"Polanco, Miguel Hidalgo","Exclusivo ph en venta en la calle de Horacio casi esquina con Ferrocarril de Cuernavaca, excelente vista arbolada. Para estrenar, departamento con amplios espacios, en dos niveles, elevador directo al dpto que llega al área privada o social, terrazas, Roof Garden. Planta baja cuenta con 3 recamaras con baño de visitas y sala detv, la recamara principal tiene vestidor al igual que dos recamaras secundarias y balcón lineal. Tiene un estudio que se puede adaptar perfectamente como recamara y tiene balcón hacia la calle. Planta alta cuenta con sala comedor, antecomedor, cocina integral amplia, terraza con vista a la calle, medio baño de visitas, área de lavado, cuarto de servicio con baño completo y Roof Garden. El departamento tiene 2 cajones de estacionamientos. Area total habitable: 315m2Terrazas, balcon y Roof Garden: 155m2Área total ph: 470m2Encuentra más propiedades en Pulppo. com",/propiedades/penthouse-en-venta-en-polanco-ii-secc-3-recamaras-64181845.html,"MN 28,000,000",venta,3.0,4.0,470.0,,2.0
Departamento en Preventa Narvarte Poniente Cuauhtémoc 596,"Narvarte Poniente, Benito Juárez","Cuauhtémoc 596 es un nuevo desarrollo de 28 departamentos, con diseño moderno y excelentes acabados muy bien integrados a su entorno urbano. Preventa de departamentos de 85 a 171 m2, 2 a 3 habitaciones, 2 a 3 baños completos, sala, comedor y cocina. Cuarto de lavado y 2 lugares de estacionamiento. Puede tener balcón ó terraza. Escuelas Cercanas: Colegio José de la Luz Mena, Instituto Mexicano Francés, Buckingham School, Centro Educativo Ascot. Avenidas Cercanas: Viaducto Pdte. Miguel Alemán Valdés, Obrero Mundial, Insurgentes Sur, Diagonal San Antonio, Xola. Entrega Aproximada: Octubre 2022",/propiedades/departamento-en-preventa-narvarte-poniente-cuauhtemoc-64293370.html,"MN 3,900,000",venta,2.0,2.0,80.0,,2.0
"Calle Platón, Departamento en Pre - Venta, Col. Polanco (Ss)","Polanco, Miguel Hidalgo","Calle Platón, departamento en Pre-venta, col. Polanco (ss) Cuenta con 2 niveles, 277. 5m, 34. 5 descubiertos, cocina, sala y comedor amplios, jardín, sala de tv, oficina, 3 recámaras con vestidor y baño, sala se estar, balcón Y terraza, cto de lavado y servicio, bodega, 2 estacionamientos, 1 elevador. Entrega de 6 A 8 meses. _____________________________________________________codigo de referencia Ver datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/calle-platon-departamento-en-pre-venta-col.-64274225.html,"USD 1,561,500",venta,3.0,3.0,277.0,,2.0
Precioso Depa con Amenidades,"Polanco, Miguel Hidalgo","Exclusivo desarrollo en Polanco, finos acabados, pisos de madera de ingeniería, baños de mármol, cocina abierta, granito. Son 3 recámaras, cada una con baño, la principal con vestidor y balcón. Estancia iluminada, balcón, family room, cuarto de lavado, despensa, 2 lugares de estacionamiento. Edificio con amenidades: gimnasio, roof garden con asadores, juegos infantiles. Vigilancia 24 horas. EasyBroker id: eb-jw1822",/propiedades/precioso-depa-con-amenidades-63550674.html,"MN 14,600,000",venta,3.0,3.0,164.0,,2.0
Residencial Vidalta Departamento en Obra Blanca a La Venta (Mc),"Bosques de las Lomas, Cuajimalpa de Morelos","Residencial Vidalta departamento en obra blanca a la venta (mc). Cuenta con 361 mts habitables + bodega de 9 mts + 35 mts de terraza, 3 recámaras, 3. 5 baños, 3 estacionamientos, 6 elevadores. Amenidades: alberca semi olímpica exterior, therma spa, sports & sushi bar, salón de adultos, restaurante, gym, alberca interior, salón de jóvenes, áreas verdes. Torre Miralta, diseñada con departamentos de uno y dos niveles, con terrazas panorámicas y excelentes vistas de la ciudad. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/residencial-vidalta-departamento-en-obra-blanca-a-la-64402647.html,"MN 27,500,000",venta,3.0,3.0,361.0,,3.0
PH Bosques de Las Lomas con Terraza y Dobles Alturas 540 m&sup2;,"Bosques de las Lomas, Cuajimalpa de Morelos","Vendo increíble ph en paseo de los Tamarindos ""Torre Solarium"" Bosque de las Lomas. Espectacular ph de 540 m: Recibidor a doble altura, 3 amplias recámaras con baño y vestidor, recámara de visitas, sala, comedor, antecomedor, dos estudios y terraza. Amplia cocina con varias alacenas, área de lavado y cuarto de servicio. Fabulosas vistas y orientación. Inigualable ubicación en el mejor lugar de Bosque de las Lomas. Seguridad y amenidades de Lujo. 4 cajones de estacionamiento independientes y bodega.",/propiedades/ph-bosques-de-las-lomas-con-terraza-y-dobles-alturas-57752309.html,"MN 18,000,000",venta,3.0,4.0,540.0,,4.0
Departamento en Pb Al Mejor Precio de La Zona con Acabados de Lujo,"Del Valle Sur, Benito Juárez","Ubicado en Av. Coyoacán a unos pasos del Sanborns Café Parroquia, a 2 calles del Parque Pascual Ortiz Rubio y entre Galerías Insurgentes y Plaza/Patio Universidad. Entrega en el 1er trimestre de 2022!! Edificio de 14 departamentos, todos con terraza o roof top privado, amplia recepción con caseta de vigilancia y baño propio. El departamento cuenta con 70 m2 más 10 m2 de terraza: - Sala comedor con acceso a terraza principal. - Cocina con amplia barra de granito y acceso a cuarto de lavado. - 2 recámaras, la principal con baño completo. - 2 baños completos en total. - 1 cajón de estacionamiento (opción a que sea independiente) * Bodegas disponibles con precio extra. Interesados contactar en día y horario abierto",/propiedades/departamento-en-pb-al-mejor-precio-de-la-zona-con-63503138.html,"MN 4,650,000",venta,2.0,2.0,70.0,,1.0
"Exclusivo Departamento a La Venta en Av de La Palma, Lomas de Vista Hermosa (Js/ss)","Lomas de Vista Hermosa, Cuajimalpa de Morelos","Lomas de Vista Hermosa, exclusivo Penthouse a la venta en Residencial Punto Sur (js/ss). Ubicado en Av de la Palma, una de las zonas de mayor plusvalía de la Ciudad de Mexico. Cuenta con 512 mts. Habitables, estancia muy amplia e iluminada con salida a la terraza de mts. 83 mts. Con vista espectacular. 3 recamaras con baño y vestidor, la principal con terraza de 9. 3 mts. , family, sala de t. v. , 2 medios baños. Mantenimiento $Ver datos mn. , bodega de 15 mts. Y 5 lugares de estacionamiento techados. Amenidades: alberca, sauna, gimnasio, squash, salón de niños y adultos. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/exclusivo-departamento-a-la-venta-en-av-de-la-palma-64251261.html,"MN 39,000,000",venta,3.0,3.0,512.0,,5.0
"Departamento en Venta o Renta en Bosques de Las Lomas, Resid","Bosques de las Lomas, Cuajimalpa de Morelos","Divino depto de 336 mtrs, el area social tiene placa de marmol muy grande, la sala Y el comedor con una vista increible, Y justo tiene la buena ubicacion para tener un excelente clima, en la sala esta un mueble empotrado con chimenea Y un bar escondido. El trinchador tambien esta empotrado, el cual cuenta con un area escondida que tiene todo el cerebro de la casa, ya que es inteligente, esto quiere decir luz, audio, proyector Y pantalla en la sala, etc. Es esa misma area hay baño de visitas Y una oficina privada con una vista espectacular. La cocina es toda en granito con gran alacena Y area para 2 refrigeradores, muy buena area de lavado Y lindo cuarto de servicio. Independiente del area social se encuentra el estudio Y area de trabajo, toda esta area personal es en duela de nogal. 3 recamaras cada una con baño, las de niños con closet Y la principal con un enorme vestidor. Techos muy altos, muebles muy finos. La venta Y la renta es sin muebles. EasyBroker id: eb-il1187",/propiedades/departamento-en-venta-o-renta-en-bosques-de-las-lomas-62202425.html,"USD 1,100,000",venta,3.0,3.0,336.0,,3.0
Departamento en Venta y Renta (Con Muebles) Calle Masaryk,"Polanco, Miguel Hidalgo","Departamento en Venta en Calle Masaryk, Col. Polanco. Tiene 256 mts. Cuenta con 3 recamaras, 3. 5 baños, sala, comedor, terraza con chimenea, Sala de tv, cocina integral con cuarzo, antecomedor, cuarto de lavado. Tiene 2 lugares de estacionamiento. Roof Gardem común. Vigilancia 24 horas. EasyBroker id: eb-fq9024",/propiedades/departamento-en-venta-y-renta-con-muebles-calle-59288447.html,"MN 18,000,000",venta,3.0,3.0,256.0,,2.0
"Departamento en Venta, Lantana Santa Fe, Prolongación Vista Hermosa","Nueva Rosita, Cuajimalpa de Morelos","Departamento único en lantana santa fe con acabados de lujos y diseñado por el reconocido arquitecto Javier Sordo Madaleno. El departamento cuenta con 4 recamaras (tres con vestidor y baño, la cuarta es para visitas), sala de tv, sala de juegos, área social muy amplia con sala, comedor, bar, estudio y una agradable terracita, medio baño de visitas, cocina de excelente diseño con cubierta de cuarzo gris, desayunador, cuarto de lavado y de servicio, 4 lugares de estacionamiento y bodega. 365 m2 habitables más terraza 40 m2.",/propiedades/departamento-en-venta-lantana-santa-fe-prolongacion-63686914.html,"MN 30,990,000",venta,4.0,3.0,365.0,,4.0
Departamento en Renta o Venta en Senderos Santa Fe,"El Yaqui, Cuajimalpa de Morelos","Residencial sendero santa fe. Cuajimalpa de morelos, ciudad de mexico. Departamento de lujo, cuenta con 3 Habitaciones, la principal con baño completo y walk-in closet, amplio comedor y sala, con gran vista, cocina de granito, cuarto de lavado y 2 cajones de estacionamiento techado. Amenidades. -alberca techada y jacuzzi. -regaderas, sauna y vapor. -cancha de squash. -2 salones de fiestas de hasta 80 personas c/u. -2 gimnasios. -2 salones para jóvenes. -2 salones para adultos. -2 áreas de juegos infantiles al aire libre. -áreas verdes. -área verde destinada para mascotas. -asadores. incluye mantenimiento. A solo unos minutos de plaza Santa Fe, tiendas cerca, Escuelas, Hospitales, y varias avenidas principales. Requisitos: Mes de renta, un mes de depósito, fiador con propiedad libre de gravamen, póliza jurídica compartiendo costo con propietario. ""No pierdas esta Oportunidad"" Agenda tu cita. Llama ahora al 55 Ver datos y 55 Ver datos. EasyBroker id: eb-kw1798",/propiedades/departamento-en-renta-o-venta-en-senderos-santa-fe-64471334.html,"MN 6,100,000",venta,3.0,2.0,144.0,,2.0
Se Vende Departamento en Polanco,"Polanco, Miguel Hidalgo","Hermoso departamento con espacios amplios, excelente iluminación y estado de conservación único en la zona, si quieres vivir en polanco es una muy buena opción pues la relación costo-beneficio es muy alto: *propiedad disponible para cliente directo* - 230m2 de superficie en total. -3 recámaras bien distribuidas (la principal cuenta con vestidor y baño completo) -2 baños completos. - sala-comedor con excelente iluminación. -balcón-terraza. -cocina totalmente renovada y con amplia alacena. -cuarto de lavado de buen tamaño. -cuarto de servicio con baño completo. -2 lugares de estacionamiento (techados y totalmente independientes) -seguridad 24 hrs (cuota de mantenimiento de $2, 200) Excelente estado de conservación ya que fue remodelado recientemente, pisos, puertas y cocina nuevos. Muy céntrico, rodeado de avenidas como homero, horacio, ferrocarril de cuernavaca, muy cerca de pabellón polanco, a unas cuadras del palacio de hierro polanco, antara, a 1 cuadra de superama, liceo francés, entre otros.",/propiedades/se-vende-departamento-en-polanco-61889076.html,"MN 10,850,000",venta,3.0,2.0,230.0,,2.0
"PH Exterior con Vista Al Parque, Gran Diseño Estructural y Acabados de Lujo","Nápoles, Benito Juárez","Ubicado sobre la calle de Nueva York frente al Parque de Nápoles, a pasos de Waltmart Express así como todos los servicios y restaurantes de la zona. Cuidamos al máximo todos los espacios creando ambientes abiertos, muy iluminados y con excelente ventilación y acabados de lujo. Nuestros espacios. Distribuido en 2 Niveles, en 1er Nivel cuenta con: - Sala comedor con gran balcón exterior con vista al parque. - Cocina integral con cubierta de quarzo equipada con: Parrilla, horno, lavavajillas, campana, microondas y tarja de la marca Teka. - Habitación secundaria con amplios closets, baño privado con ventilación natural. - Cuarto de lavado. - Cocina integral abierta con barra de desayuno. - Área de servicio al interior. En 2do Nivel: - Sala de televisión con closet de blancos y baño de vistas con ventilación natural. - Habitación principal con vestidor walk-in, baño con ventilación natural y terraza privada. - Roof garden privado con vista al parque. - 2 lugares de estacionamiento. - Caseta de vigilancia. - Estructura de acero y varillas reforzadas. Construido bajo las normas de seguridad anti sísmicas posteriores al sismo del 2017. Interesados contactar en día y horario abierto",/propiedades/ph-exterior-con-vista-al-parque-gran-diseno-63635120.html,"MN 13,300,000",venta,3.0,3.0,180.0,,2.0
"Departamento en Venta en Bosques de Las Lomas, Bosque Alto","Bosques de las Lomas, Cuajimalpa de Morelos","Precioso depto en piso alto, finisimo acabado, listo para mudarse, decorado por el renombredo arq. Penhos. El depto tiene 322 mtrs, todo el area social es en marmol de piezas muy grandes, la sala tiene una chimenea de gas Y hay un area de trabajo independiente, el comedor esta junto A la terraza en teca con excelente tamaño para una mesa Y asador O sala exterior, el area de family Y antecomedor tiene una division preciosa en cristal Y madera que puede estar cerrada O abierta E integrarse al resto del area social. Cocina toda en granito, con una barra espectacular, lugar para 2 refrigeradores. De revista, 3 recamaras muy amplias, solo una con closet Y todas las demas con vestidor Y cada una con su baño. Nuestra meta es hacer el match entre la familia y la propiedad. Nos especializamos en la comercialización de propiedades especialmente en la zona poniente de la ciudad de México. EasyBroker id: eb-gf9360",/propiedades/departamento-en-venta-en-bosques-de-las-lomas-bosque-59896952.html,"MN 13,500,000",venta,3.0,3.0,322.0,,3.0
Departamento en Rosedal 7,"Lomas de Chapultepec, Miguel Hidalgo","Hermoso Penthouse en la mejor zona de Lomas de Chapultepec. Cuenta con tres recamaras y opción a una cuarta, dos pisos, tres terrazas con una vista privilegiada a una de las mejores zonas de la Ciudad de México. El departamento cuenta con los mejores acabados y esta listo para la entrega. La zona es muy tranquila y segura con todos los servicios a la redonda. En la primera planta se encuentra la zona social del departamento con dos recamaras, la cocina, terraza y en la segunda planta una hermosa recamara principal con dos terrazas. Wig: pn3zuvA",/propiedades/departamento-en-rosedal-7-63941675.html,"MN 18,600,000",venta,3.0,3.0,240.0,,2.0
Departamento Exterior con Terrazas y Balcón con Vista Al Parque,"Nápoles, Benito Juárez","Desarrollo de sólo 10 departamento frente al Parque de Nápoles y a pasos del Superama de Georgia. Cuidamos al máximo todos los espacios creando ambientes abiertos, muy iluminados y con excelente ventilación. Nuestros espacios: - Sala comedor con gran balcón y ventanales con vista al parque- - Cocina integral con cubierta de quarzo equipada con: Parrilla, horno, lavavajillas, campana, microondas y tarja de la marca Teka. - Sala de televisión con closet de blancos y baño de vistas con ventilación natural, opción a Estudio o 3ra recámara- - Habitación secundaria con amplios closets, baño privado con ventilación natural. - Habitación principal con vestidor walk-in, baño con ventilación natural y balcón privado. - Cuarto de lavado. - Cocina integral abierta con barra de desayuno. - Recámara secundaria con amplios closets, baño privado con ventilación natural, muy iluminado. - Área de servicio al interior. - Bodegas disponibles. - 2 lugares de estacionamiento por departamento. - Caseta de vigilancia. - Estructura de acero y varillas reforzadas. Construido bajo las normas de seguridad anti sísmicas posteriores al sismo del 2017. Interesados contactar en día y horario abierto.",/propiedades/departamento-exterior-con-terrazas-y-balcon-con-vista-60925788.html,"MN 8,750,000",venta,2.0,2.0,139.0,,2.0
Departamento en Venta en Anáhuac I Secc 2 Recámaras,"Polanco, Miguel Hidalgo","Departamento de 76 metros cuadrados, excelente iluminación, 2 recamaras, 2 baños, sala - comedor, cocina integral abierta, cuarto de lavado, bodega y 2 estacionamientos. El departamento ubicado en la zona de nuevo polanco, zona de alta plusvalía, a 3 minutos de polanco, 7 minutos de Reforma, Chapultepec y otras colonias de forma rápida. Se encuentra muy cerca de plazas, hospitales, restaurantes, cines, museos, etc. Excelente ubicación a 2 cuadras de importantes vialidades como Mariano Escobedo, San Joaquín, Cervantes y Ejercito Nacional. Centros comerciales: Parques Polanco, Antara, Miyana, Liverpool Polanco, Plaza Carso y Palacio Moliere 222Escuelas cercanas: Colegio Sara Alarcon, Colegio Lakeside Polanco, Colegio Polanco by Ingles Durkheim. Hospitales Cercanos: Hospital Angeles Santa Mónica, Hospital Español. Amenidades: JardínJuegos infantilesCancha de basket o boleibolAsadoresGimnasioAlberca con jacuzziSalón de fiestas. Encuentra más propiedades en Pulppo. com",/propiedades/departamento-en-venta-en-anahuac-i-secc-2-recamaras-64001120.html,"MN 4,000,000",venta,2.0,2.0,76.0,,2.0
Se Vende Penthouse en Condesa (A 1 Cuadra de Parque España),"Condesa, Cuauhtémoc","Vive en el corazón de la Condesa, ubicación inmejorable, Pent House estilo Loft Neoyorkino, rodeado totalmente de balcones y terrazas con vistas arboladas: -305m2 de superficie total. -Doble altura. - Recamara principal con vestidor y baño completo (abierta estilo loft) -Recámara secundaria cuenta con baño completo. -Estudio (opción a 3ra recámara, no tiene baño propio) - Cocina abierta y amplia. -Primer nivel se encuentra rodeado de balcones con vistas arboladas. -La recámara principal estilo loft tiene terraza privada. - Elevador exclusivo del ph. - 2 Lugares de estacionamiento techados. -Vigilancia 24 horas. - Roof Garden Exclusivo del ph. -mira el video de la propiedad en multimedia del anuncio-- Edificio de sólo 4 departamentos, diseño vanguardista, a solo 1 cuadra de Parque España, super céntrico y con excelente ubicación. Único en su tipo, construido por el afamado arquitecto Javier Sanchez.",/propiedades/se-vende-penthouse-en-condesa-a-1-cuadra-de-parque-62789782.html,"MN 26,500,000",venta,,2.0,175.0,,2.0
