name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),estacionamientos,toilets,age
"Polanco Calle Hegel, Departamento Para Remodelar en Venta (Js)","Polanco, Miguel Hidalgo","Polanco Calle Hegel, departamento en venta para remodelar (js) 238m, sala, comedor, cocina con espacio para antecomedor, 3 recámaras la principal con baño y vestidor pequeño, 2. 5 baños, mant $3, 200mn, cto de servicio con baño, 1 elevador, 1 estacionamiento, vigilancia privada 24/7. A una cuadra del parque Uruguay. _____________________________________________________codigo de referencia Ver datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/polanco-calle-hegel-departamento-para-remodelar-en-64454706.html,"MN 11,000,000",venta,3.0,2.0,238.0,238.0,1.0,1.0,
Departamento PH Miguel de Cervantes Saavedra Granada,"Granada, Miguel Hidalgo",Departamento ph Quinto Piso Excelente Ubicación en Miguel de Cervantes Saavedra Colonia Granada Tiene 98. 15 m2 de Superficie y 93. 16 m2 de Roof Garden Privado con Vistas Panóramicas Consta de Sala Comedor Cocina Integral Tres Recamaras Dos Baños Completos Cuarto de Lavado Dos Estacionamientos Independientes Cubiertos Elevador Seguridad 24/7 Todos los Servicios Alrededor.,/propiedades/departamento-ph-miguel-de-cervantes-saavedra-granada-62898298.html,"MN 7,000,000",venta,3.0,2.0,98.0,98.0,2.0,,
Departamento de Vanguardia en La Condesa a Excelente Precio,"Hipódromo Condesa, Cuauhtémoc","Estratégicamente ubicado en la Colonia Condesa y a tan solo una cuadra del Parque México, Soberanna Condesa cuenta con variedad de opciones para adecuarse a tus necesidades y gustos. Cuenta con departamentos de dos y tres recámaras, distribuidos en 1 y 2 niveles con 2 y 2 y ½ baños, todos los departamentos cuentan con 2 cajones de estacionamiento y área de guarda. Además, Soberanna Condesa te ofrece alberca, gimnasio, vapores, terraza con asador y 2 elevadores con capacidad para 10 personas y un inmejorable salón lounge todo completamente equipado para que lo disfrutes con tus amigos. A una calle de av. Amsterdam. 100M2 Totales. Sala comedor. -Cocina Equipada. -2 Recamaras. -2 Baños. -Area de Lavado. -Bodega. -Alberca. -gym. -Cuarto de Vapor, Terraza con Asador, Salón coungue coworking. -2 Cajones de Estacionamiento. • Seguridad 24 hrs. • Lobby con acceso controlado. • Circuito cerrado de videocámaras. • Acceso por huella. • Estación de bicicletas. • Pet Friendly. interesados contactar en dia Y horario abierto. nota -esta sujeto a cambio de precio sin previo aviso",/propiedades/departamento-de-vanguardia-en-la-condesa-a-excelente-64123859.html,"MN 5,600,000",venta,2.0,2.0,100.0,100.0,2.0,,
"Residencial Vidalta, Departamento a La Venta (Mc)","Bosques de las Lomas, Cuajimalpa de Morelos","Residencial Vidalta, edificio muy exclusivo con dos entradas, departamento en venta. (mc) Cuenta con amplia estancia, vista panoramica, 3 recamaras con baño y vestidor cada una, área de family Room muy grande y cocina integral. 3 estacionamientos, 6 elevadores, bodega, mant. $20'000 pesos mensuales. Amenidades: jardín muy grande con juegos infantiles, spa para mujeres y hombres gimnasio equipado y con ring de box, salones de usos múltiples, 2 albercas con jacuzzi, restaurante, sushibar y sports bar, salones de fiesta, salon de jóvenes y ludoteca. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/residencial-vidalta-departamento-a-la-venta-mc-64274228.html,"USD 950,000",venta,3.0,3.0,336.0,336.0,3.0,1.0,
Alhambra 1118 Departamento 101.,"Portales Norte, Benito Juárez","Estilo, Tranquilidad, en una de las mejores zonas de portales sur, 17 exclusivos departamentos, 3 niveles con 6 departamentos por piso. Departamento de 74. 9m2, 1 lugar de estacionamiento, 100% independiente. 2 recamaras, vestidor en recamara principal con baño completo, total 2 baños en el departamento, sala, comedor, cocina equipada, cuarto de lavado, elevador, Roof Garden común, vigilancia 24hrs.",/propiedades/alhambra-1118-departamento-101.-62880525.html,"MN 3,548,762",venta,2.0,2.0,75.0,,1.0,,
Venta Town House Lomas de Vista Hermosa,"Lomas de Vista Hermosa, Cuajimalpa de Morelos","-40- linda town house en condominio ubicación A 5 minutos de los corporativos de santa fe, buenos espacios y excelente distribución, 3 niveles. Consta de: pb: Sala, comedor, cocina integral, desayunador, 2 alacenas, cava, baño visitas, cuarto de servicio con baño y closet, área de lavanderíaPiso 1: 2 recámaras, 1 baño completo, sala tvpiso 2: Master Suite (recámara principal, estudio, sala de tv, vestidor y baño completo) 2 estacionamientos techados. Áreas comunes: Alberca, cancha de tenis, jardín con juegos, salón de eventos, terraza, baños con vapor, estacionamiento de visitas. Estricta vigilancia 24 horasMantenimiento $2, 550. 00 M. N. PesosUbicado a 5 minutos de Santa Fe y Bosques de las Lomas, a 10 minutos de Interlomas, con todos los servicios en la zona. ¡conócela Y vívela! (msa) denh22Ver datosMVer datoseb-jk5264",/propiedades/venta-town-house-lomas-de-vista-hermosa-64557383.html,"MN 6,250,000",venta,3.0,2.0,180.0,180.0,2.0,1.0,
"Departamento en Venta, Chichen Itzá, Letrán Valle","Letrán Valle, Benito Juárez","Departamentos completamente nuevo, para estrenar. Los departamento cuentan con 2 recamaras, 2 baños y dos estacionamientos, 70 m2 habitables y 72 m2 de roof garden privado y equipado. Tienen muy buena ubicación en la colonia Letrán Valle, con acceso y muy buena ubicación para desplazarte en la Ciudad de México. 0365",/propiedades/departamento-en-venta-chichen-itza-letran-valle-63687147.html,"MN 4,500,000",venta,2.0,2.0,70.0,,2.0,,
Departamento en Venta en Bosque de Las Lomas,"Bosques de las Lomas, Cuajimalpa de Morelos","Lindo Departamento en Venta, amplio y muy iluminado en Bosque de las lomas. Donde disfrutarás: •Recibidor. •Sala/Comedor. •Recámara principal con vestidor •Recámara dos con Clóset. • 3 1/2 Baños. • Family. • Cocina Equipada. • Desayunador. • Cuarto de Lavado. • Cuarto de Servicio. • Telefonía e Internet. • Tres estacionamientos. • Vigilancia 24 horas. • Acabados de Lujo. • Alberca. • Área de Asador. • Salón Fiestas. • Gimnasio. • Cine. • Ludoteca - Juegos Infantiles. • Salón de Entretenimiento. •Vestidor. No dejes pasar este tipo de inversión. ""Todo pago, depósito y/o cheque en garantía que se emita para realizar el apartado o pago respecto de cualquier inmueble, deberá realizarse única y exclusivamente en las cuentas bancarias de los propietarios. Ninguna inmobiliaria externa podrá recibir en sus cuentas y/o de terceros ningún pago, depósito y o cheque en garantía de ningún tipo. La vigencia de la aceptación de las propuestas tendrán una vigencia únicamente de 10 días naturales”. EasyBroker id: eb-ib1390",/propiedades/departamento-en-venta-en-bosque-de-las-lomas-61785339.html,"MN 11,000,000",venta,2.0,3.0,202.0,202.0,,1.0,
Departamentos en Venta Zirconio 9 Lomas del Pedregal,"Lomas del Pedregal, Tlalpan","Departamentos en preventa, excelente oportunidad con atractivo esquema de pagos, como inversión o para vivirlo, realizado por Artigas Arquitectos, diseño vanguardista, rodeados de áreas verdes, extrema seguridad. Distribuidos en 8 niveles, solo 38 departamentos, desde 140 m2 hasta 409 m2, desde 2 a 3 recamaras, todos incluyen 2 estacionamientos, cuarto de servicio y bodega. Escoje tu opción. 2 recámaras y cuarto de servicio desde 1 40 m hasta 151 m. 3 recámaras y cuarto de servicio desde 174 m hasta 208 m. Pent Garden 3 recámaras con cuarto de servicio desde 217 m hasta 260 m, con jardín privado. Pent House 3 recámaras con cuarto de servicio desde 330m hasta 409 m con roof garden privado. EasyBroker id: eb-il2021",/propiedades/departamentos-en-venta-zirconio-9-lomas-del-pedregal-62476091.html,"MN 9,910,000",venta,2.0,2.0,139.0,139.0,2.0,1.0,
Departamento en Venta en Plaza Carso: Amueblado de 3 Recamaras y Cuarto de Servicio.,"Ampliación Granada, Miguel Hidalgo","Precioso departamento completamente amueblado Y equipado. 161 M2. 3 recamaras cada una con baño completo. Recamara principal con vestidor. Baño de visitas. Family room. Amplia sala comedor. Area de lavado. Cuarto de servicio. Acabados de alta calidad. Muy luminoso. 2 cajones de estacionamiento. Completo conjunto de amenidades: alberca, gimnasio, ludoteca, sala de fiestas, roof garden con asadero. Vigilancia 24 horas. Muy bien ubicado.",/propiedades/departamento-en-venta-en-plaza-carso:-amueblado-de-3-58157299.html,"MN 12,500,000",venta,3.0,3.0,161.0,161.0,3.0,1.0,
Departamento Exterior con Balcón y Amplios Espacios,"Cuauhtémoc, Cuauhtémoc","Rio Rhin, departamentos en colonia Cuauhtémoc. Hermoso desarrollo habitacional en la colonia Cuauhtémoc, rodeado de parques, restaurantes, cafés etc. A pocas cuadras de avenidas principales y estación del metro y metrobus. Lobby, elevador, vigilancia, (Bodegas y Cajones Extras) interesados contactar en dia Y horario abierto",/propiedades/departamento-exterior-con-balcon-y-amplios-espacios-64443522.html,"MN 5,150,000",venta,2.0,2.0,71.0,71.0,1.0,,
Departamento en Venta en Plaza Carso: 3 Recamaras Sin Muebles,"Polanco, Miguel Hidalgo",Departamento esquinero de 121 M2. 3 recamaras. Recamara principal con baño completo Y vestidor. Las otras dos recamaras comparten baño. Baño de visitas. Amplia sala comedor. Area de lavado. Linda cocina abierta. Techos de 3 metros que le dan mucha luz Y amplitud. Estancias muy amplias. Vistas al jardin. 2 cajones de estacionamiento. Acceso directo al centro comercial. Completo conjunto de amenidades. Estacionamiento para visitas. Vigilancia 24 horas. Torre muy bien ubicada con todos los servicios alrededor. Los electrodomesticos no estan incluidos.,/propiedades/departamento-en-venta-en-plaza-carso:-3-recamaras-sin-59496109.html,"MN 9,200,000",venta,3.0,2.0,121.0,121.0,2.0,1.0,
Moderno Pent House Para Estrenar en Agosto,"Del Valle Norte, Benito Juárez","Espacioso e iluminado pent house en una zona de alta demanda y plusvalia, cerca de avenidas importantes como Insurgentes, Viaducto, División del Norte, y a poca distancia a pie de parques, escuelas, supermercados, restaurantes y cafeterías. 90 m² Habitables. 35 m² Roof Garden Privado. 2 recamaras, la principal con walkin closet y baño completo. 2 baños completos en total con ventilación natural. Balcón en estancia. Cocina integral abierta. Cuarto de lavandería. 1 estacionamiento. Bodega. Elevador. Roof Garden Común. Vigilancia 24 horas. Interesados contactar en día y horario abierto.",/propiedades/moderno-pent-house-para-estrenar-en-agosto-64463263.html,"MN 5,653,000",venta,2.0,2.0,90.0,130.0,1.0,,
Moderno Pent House con Acabados de Alto Nivel,"Del Valle Centro, Benito Juárez","Edificio de solo 6 departamentos, Departamento en 4to piso exterior, con grandes ventanas panorámicas en calle arbolada, a poca distancia a pie de restaurantes, tiendas, centros comerciales y el parque Tlacoquemecatl, vivienda en 3 niveles de 3 amplias habitaciones que goza de gran iluminación en todos sus espacios, cuenta con 3 baños completo y dos medios baños, estancia amplia e iluminada con acceso a balcón al exterior, todos su espacios cuentan con gran iluminación, las 3 habitaciones cuentan con vestidor y baño completo, cocina abierta con gran espacio de almacenamiento, cuarto de lavado, todos los acabados son de finos materiales, pisos de madera en habitaciones, carpintería con gran diseño, cristal templado en regaderas, cocina con cubierta de cuarzo, también cuenta con 90m² de 2 Roof Top de uso privado, 4 lugares de estacionamiento, el edificio cuenta con cctv, vigilancia 24 horas, lobby, elevador, puerta de acceso digital. 190m² habitables. 15m² balcones. 90m² Roof Top privado. pb: acceso, 1 habitación con vestidor y baño completo, estancia, cocina, medio baño, cuarto de lavandería, balcones al exterior. Piso -1: 2 habitaciónes con vestidor y baño completo c/u. Piso 1: 2 Roof Garden Privados, medio baño. Te gustaría saber más? Interesados contactar en día y horario abierto",/propiedades/moderno-pent-house-con-acabados-de-alto-nivel-64522534.html,"MN 14,700,000",venta,3.0,2.0,190.0,305.0,4.0,,
Departamento en Venta Roma Sur Cuauhtemoc,"Roma Sur, Cuauhtémoc",Condominio de 4 niveles con 21 departamentos. Cuenta con una excelente ubicación. A sólo 8 minutos de la Condesa y el Bosque de Chapultepec. -1 Amplia recámara con clóset. -Cocina integral con campana y estufa. -Área de lavado techada. -Sala/comedor. -1 baño completo. -Medio baño de visitas. -1 cajón de estacionamiento. -Área de día con agradable luz natural. -Excelentes acabados. Amenidades: -Roof garden. -Seguridad 24/7. -Elevador,/propiedades/departamento-en-venta-roma-sur-cuauhtemoc-63445955.html,"MN 3,197,251",venta,1.0,,49.0,49.0,1.0,1.0,
Lomas de Chapultepec Departamento PH a La Venta en Century Lomas (Gr),"Lomas de Chapultepec, Miguel Hidalgo","Penthouse a la venta en Century Lomas uno de los mejores residenciales de la zona (gr). En dos niveles con distribución muy funcional. Cuenta con 750 mts. , estancia muy amplia con dos terrazas grandes, cocina mucho espacio de guardado, antecomedor, sala de tv con área de cantina, 3 recámaras cada una con baño y vestidor la principal con doble vestidor, despacho y estudio. Cuarto de lavado y servicio, mantenimiento $24, 884 mn. , bodega, 5 estacionamientos y seguridad privada. Áreas comunes con remodelación reciente: salón de fiestas, gimnasio, alberca, cancha de tenis, jardines con juegos infantiles, ciclo pista y áreas verdes muy grandes. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/lomas-de-chapultepec-departamento-ph-a-la-venta-en-64454801.html,"USD 2,750,000",venta,3.0,3.0,750.0,750.0,5.0,1.0,
